epoch,train_total_loss,train_dir_loss,train_reg_loss,train_dir_acc,train_reg_acc,train_num_samples,val_total_loss,val_dir_loss,val_reg_loss,val_dir_acc,val_reg_acc,val_num_samples
1,3.8803434537570194,1.6102740454316586,2.1859629404564087,0.36891385767790263,0.1890145395799677,1238,3.69711736152912,1.4162192434975596,2.521827319572712,0.2878787878787879,0.11206896551724138,232
2,3.202816061133907,1.2861704865421695,2.104654296727096,0.3848314606741573,0.21405492730210016,1238,2.3337172146501213,0.8103066363719978,2.2504163857164055,0.5,0.125,232
3,2.3790341594492674,0.907414958271641,1.859248258185502,0.5262172284644194,0.25767366720516965,1238,1.5980122336025895,0.5551002385339352,1.774790278796492,0.7575757575757576,0.16810344827586207,232
4,1.9299567415949217,0.725704304790229,1.6073273439592228,0.6413857677902621,0.3045234248788368,1238,1.5294153340931596,0.5991639257832007,1.3479727794384133,0.7575757575757576,0.40948275862068967,232
5,1.8227006718877443,0.7131150077456392,1.3264355437050728,0.6329588014981273,0.4620355411954766,1238,1.4537760635902142,0.573320948716366,1.2359922980440075,0.7575757575757576,0.5129310344827587,232
6,1.7339160912256442,0.6910197013772829,1.1659689624590712,0.6413857677902621,0.5121163166397416,1238,1.4565125354405106,0.5648457910677399,1.2679663629367435,0.7575757575757576,0.45689655172413796,232
7,1.619406852275374,0.6602588054839145,1.0065935378313449,0.647003745318352,0.5904684975767367,1238,1.4565516032021621,0.5651700945213588,1.256308454891731,0.7575757575757576,0.4525862068965517,232
8,1.574120372678236,0.6430713531006588,0.9662821538421372,0.6554307116104869,0.5969305331179321,1238,1.4647775066309963,0.5678435223873215,1.2583534532579883,0.7575757575757576,0.4698275862068966,232
9,1.5631396107989481,0.6505981718333026,0.8725382165685417,0.6676029962546817,0.6615508885298869,1238,1.4694784674151191,0.5696117584452485,1.2497724551579048,0.7575757575757576,0.4870689655172414,232
10,1.4992105575678614,0.6269029771232426,0.8181923066472006,0.6760299625468165,0.6768982229402262,1238,1.4712594151496887,0.5726027473656818,1.2338317899868405,0.7575757575757576,0.4956896551724138,232
11,1.455016659034088,0.6147921655173605,0.752416159397951,0.6807116104868914,0.6995153473344103,1238,1.4929219628202504,0.5794462919837297,1.2553371982327823,0.7575757575757576,0.5129310344827587,232
12,1.4248193485093616,0.6062951895795511,0.6984499293305763,0.6816479400749064,0.7075928917609047,1238,1.515449232068555,0.5935987642016074,1.2417701256686244,0.7575757575757576,0.5172413793103449,232
13,1.3627740373904178,0.584038413028592,0.6509830723479029,0.7200374531835206,0.7512116316639742,1238,1.548702899751992,0.6148839231693384,1.234699692705582,0.7525252525252525,0.5172413793103449,232
14,1.3869467991041637,0.599710592951221,0.619583099550885,0.6919475655430711,0.7455573505654282,1238,1.570271056273888,0.6298649943236149,1.2177473846180686,0.7424242424242424,0.5172413793103449,232
15,1.3300356676197207,0.5800714926159337,0.5646414426493914,0.7125468164794008,0.778675282714055,1238,1.587572558172818,0.6437209931888965,1.1946097453092706,0.7121212121212122,0.5172413793103449,232
16,1.3102130477763532,0.5744118568267715,0.5427312153799275,0.7172284644194756,0.7907915993537964,1238,1.6532734817471997,0.675946210520436,1.2107899800456803,0.6565656565656566,0.5129310344827587,232
17,1.301666087018076,0.570644924591543,0.5316515829721059,0.7162921348314607,0.7932148626817448,1238,1.7963654398918152,0.7416597634854943,1.2669582464571656,0.5050505050505051,0.45689655172413796,232
18,1.286399546077833,0.5688110497337155,0.49409709358061266,0.7191011235955056,0.8109854604200323,1238,1.8793767649551918,0.7941312518986788,1.2269086632235298,0.43434343434343436,0.5,232
19,1.2807578880682902,0.5677917159061306,0.48845957814202745,0.7050561797752809,0.8126009693053312,1238,1.9370757546918145,0.8303816458492568,1.1965305281096492,0.3939393939393939,0.5344827586206896,232
20,1.2520078578557645,0.5564424578895729,0.47115143069543053,0.7172284644194756,0.8231017770597738,1238,2.14101282892556,0.9293355466139437,1.2446205181808307,0.3282828282828283,0.4956896551724138,232
21,1.238109209233224,0.5512351735812447,0.45093869248191454,0.7275280898876404,0.8190630048465266,1238,2.2598777721668113,0.9835958720156641,1.2975942063434371,0.3333333333333333,0.4956896551724138,232
22,1.2393974660864169,0.5549018301823166,0.4331165308520944,0.7265917602996255,0.827140549273021,1238,2.214221008892717,0.9711657360647664,1.2234231911856552,0.3282828282828283,0.5344827586206896,232
23,1.2582308212851863,0.5648191896605581,0.42781705497154704,0.7247191011235955,0.827140549273021,1238,2.394336895696048,1.0697120018679687,1.181921009616605,0.3383838383838384,0.5301724137931034,232
24,1.2000627689099659,0.5366980195715186,0.4307284310869331,0.7387640449438202,0.8336025848142165,1238,2.4419917382042984,1.088377481458163,1.1964851121964126,0.3333333333333333,0.5517241379310345,232
25,1.193588157847933,0.5393538858727569,0.3862529865470572,0.7453183520599251,0.8594507269789984,1238,2.5585696409488548,1.1573278964167895,1.143562481578054,0.3383838383838384,0.5646551724137931,232
26,1.163761963174108,0.5240618818708127,0.3857157232303034,0.7462546816479401,0.8570274636510501,1238,2.52233808616112,1.1464887137966926,1.0971396241722435,0.3333333333333333,0.5732758620689655,232
27,1.210836975177771,0.547569033693285,0.37252751782367993,0.7303370786516854,0.8497576736672051,1238,2.5898556298223037,1.1812560091717075,1.0845442807366108,0.3383838383838384,0.5818965517241379,232
28,1.1713588334054283,0.528225368021356,0.3805283592090083,0.74812734082397,0.8554119547657512,1238,2.6462868863138658,1.217561351229446,1.0387494846664627,0.3434343434343434,0.603448275862069,232
