fold,variant,best_epoch,best_val_total_loss,test_total_loss,test_dir_loss,test_reg_loss,test_dir_acc,test_reg_acc,test_num_samples,test_pred_rows,latent_rows_train,latent_rows_val,latent_rows_test,latent_rows_all
fold1,gating,28,1.4556011179219122,1.3930537412906516,0.655939782487935,0.27058060595701483,0.625,0.8577586206896551,232,232,1241,231,233,1705
fold2,gating,56,1.4789973127430882,1.4521465383726975,0.7120876147829253,0.09323759222852773,0.5517241379310345,0.9741379310344828,232,232,1240,233,233,1706
fold3,gating,51,1.3093584077111606,1.4552909176925133,0.7089635627023105,0.12454585371346309,0.5732758620689655,0.9698275862068966,232,232,1239,233,233,1705
fold4,gating,50,1.5490817694828427,1.4928118483773594,0.6804435684763152,0.439749027120656,0.6939655172413793,0.7887931034482759,232,232,1239,233,233,1705
fold5,gating,41,1.631642407384412,2.197284675779797,1.0713206854733555,0.18214448731699032,0.3203463203463203,0.974025974025974,231,231,1239,233,232,1704
fold6,gating,33,1.7493510101780747,1.7121956276171135,0.7932701608835361,0.4188510196452791,0.4588744588744589,0.8874458874458875,231,231,1239,232,232,1703
fold7,gating,73,1.6542989433585824,1.6187541484832764,0.7585188479259096,0.33905469831721535,0.49137931034482757,0.8706896551724138,232,232,1240,232,233,1705
fold8,gating,88,1.7736777601570919,2.216399565986965,1.0645533126333486,0.29097643883331964,0.41304347826086957,0.8260869565217391,92,92,1239,233,93,1565
