strategy,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,turnover,annualized_turnover,average_holding_time_days
buy_hold,1.0581267313178557,0.10198488927244842,0.1686839845515771,0.6045914171612738,0.6852637390981529,0.29903429452705105,-0.34104746893243953,,,
momentum_126,0.4910547158332117,0.05521859528895812,0.11687692432129192,0.47245079051843886,0.4865381413982328,0.25391624906202925,-0.21746774967311666,,,
rl_tdqn_regime_aug_ens,0.8055708615036634,0.08274408874985983,0.1663771260669895,0.4973285132749801,0.5833538714341778,0.28792478849050246,-0.2873809135491967,173.6434554702547,23.362600522426153,20.96385542168675
