fold,variant,best_epoch,best_val_total_loss,test_total_loss,test_dir_loss,test_reg_loss,test_dir_acc,test_reg_acc,test_num_samples,test_pred_rows,latent_rows_train,latent_rows_val,latent_rows_test,latent_rows_all
fold1,no_sentiment,27,0.027854367896266604,0.04658349153810534,0.820023355812862,0.04658349153810534,0.4267241379310345,0.9913793103448276,232,232,1241,231,233,1705
fold2,no_sentiment,36,0.0036781062482422666,0.027737841732671548,0.7096553074902502,0.027737841732671548,0.5387931034482759,0.9913793103448276,232,232,1240,233,233,1706
fold3,no_sentiment,31,0.03331053924971614,0.07743263989686966,0.7841738154148233,0.07743263989686966,0.4956896551724138,0.9655172413793104,232,232,1239,233,233,1705
fold4,no_sentiment,58,0.1698617509983737,0.1604655791266725,0.8679310741095707,0.1604655791266725,0.4827586206896552,0.9353448275862069,232,232,1239,233,233,1705
fold5,no_sentiment,27,0.1751834120729874,0.011425719084419729,0.7804990472731652,0.011425719084419729,0.6796536796536796,1.0,231,231,1239,233,232,1704
fold6,no_sentiment,95,0.0056589196273075315,0.1974581635419242,1.2517978948948187,0.1974581635419242,0.5497835497835498,0.948051948051948,231,231,1239,232,232,1703
fold7,no_sentiment,65,0.07303881857729894,0.24162265661991492,1.327085710805038,0.24162265661991492,0.3448275862068966,0.896551724137931,232,232,1240,232,233,1705
fold8,no_sentiment,55,0.24577797104700885,0.04116705011414445,0.7288551563801973,0.04116705011414445,0.45652173913043476,1.0,92,92,1239,233,93,1565
