strategy,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,turnover,annualized_turnover,average_holding_time_days
buy_hold,1.0581267313178555,0.1019848892724484,0.1686839845515771,0.6045914171612738,0.6852637390981529,0.299034294527051,-0.3410474689324395,,,
momentum_126,0.4910547158332117,0.0552185952889581,0.1168769243212919,0.4724507905184388,0.4865381413982328,0.2539162490620292,-0.2174677496731166,,,
rl_only_stitched,0.623843612852145,0.0674003884514735,0.1624582119047979,0.4148783103126287,0.5492352618704034,0.2918386922934524,-0.2309508308230098,124.78449762317555,16.78894468822223,27.873015873015873
