date,account_value,fold,split,seed
2012-07-03,10766.477933995862,fold1,val,42
2012-07-05,10717.89829747817,fold1,val,42
2012-07-06,10616.04043040556,fold1,val,42
2012-07-09,10602.72057387408,fold1,val,42
2012-07-10,10510.263481588923,fold1,val,42
2012-07-11,10511.830875172334,fold1,val,42
2012-07-12,10460.900746065026,fold1,val,42
2012-07-13,10636.41176470588,fold1,val,42
2012-07-16,10611.33824965533,fold1,val,42
2012-07-17,10684.207106646369,fold1,val,42
2012-07-18,10763.343146829044,fold1,val,42
2012-07-19,10791.550253475412,fold1,val,42
2012-07-20,10692.82597799862,fold1,val,42
2012-07-23,10584.69853659237,fold1,val,42
2012-07-24,10493.808837890623,fold1,val,42
2012-07-25,10496.16052605124,fold1,val,42
2012-07-26,10669.31985653148,fold1,val,42
2012-07-27,10865.98530847886,fold1,val,42
2012-07-30,10865.98530847886,fold1,val,42
2012-07-31,10789.984055463006,fold1,val,42
2012-08-01,10780.580889533549,fold1,val,42
2012-08-02,10706.145834530102,fold1,val,42
2012-08-03,10918.482831169576,fold1,val,42
2012-08-06,10939.6372644761,fold1,val,42
2012-08-07,10994.48527975643,fold1,val,42
2012-08-08,11007.80513628791,fold1,val,42
2012-08-09,11017.207106646369,fold1,val,42
2012-08-10,11035.227948357076,fold1,val,42
2012-08-13,11029.743864171642,fold1,val,42
2012-08-14,11031.31006218405,fold1,val,42
2012-08-15,11043.846819709326,fold1,val,42
2012-08-16,11125.33454805262,fold1,val,42
2012-08-17,11140.220602596506,fold1,val,42
2012-08-20,11141.00489717371,fold1,val,42
2012-08-21,11107.312510770907,fold1,val,42
2012-08-22,11112.014691521135,fold1,val,42
2012-08-23,11021.12499281939,fold1,val,42
2012-08-24,11087.724275476789,fold1,val,42
2012-08-27,11090.0747680664,fold1,val,42
2012-08-28,11079.105404124535,fold1,val,42
2012-08-29,11087.724275476789,fold1,val,42
2012-08-30,11007.805136287909,fold1,val,42
2012-08-31,11060.30146340762,fold1,val,42
2012-09-04,11050.11519847196,fold1,val,42
2012-09-05,11040.713228113504,fold1,val,42
2012-09-06,11264.802687701049,fold1,val,42
2012-09-07,11308.680143468511,fold1,val,42
2012-09-10,11244.430157829724,fold1,val,42
2012-09-11,11275.772051642916,fold1,val,42
2012-09-12,11313.38112864774,fold1,val,42
2012-09-13,11485.757360121775,fold1,val,42
2012-09-14,11474.271602761652,fold1,val,42
2012-09-17,11423.871777968488,fold1,val,42
2012-09-18,11414.528837421536,fold1,val,42
2012-09-19,11420.757068481636,fold1,val,42
2012-09-20,11421.536339810154,fold1,val,42
2012-09-21,11356.140507635931,fold1,val,42
2012-09-24,11339.013169199066,fold1,val,42
2012-09-25,11218.344904639704,fold1,val,42
2012-09-26,11155.284510623816,fold1,val,42
2012-09-27,11260.38397940335,fold1,val,42
2012-09-28,11208.223880677844,fold1,val,42
2012-10-01,11237.807681234906,fold1,val,42
2012-10-02,11249.484872026582,fold1,val,42
2012-10-03,11295.416739691991,fold1,val,42
2012-10-04,11376.382555559652,fold1,val,42
2012-10-05,11377.16063897456,fold1,val,42
2012-10-08,11338.235085784156,fold1,val,42
2012-10-09,11226.129302529618,fold1,val,42
2012-10-10,11154.50642720891,fold1,val,42
2012-10-11,11160.734658269006,fold1,val,42
2012-10-12,11124.144543236938,fold1,val,42
2012-10-15,11216.787549896277,fold1,val,42
2012-10-16,11330.44949998063,fold1,val,42
2012-10-17,11381.83151529123,fold1,val,42
2012-10-18,11352.248902647778,fold1,val,42
2012-10-19,11163.07009642734,fold1,val,42
2012-10-22,11164.627451170769,fold1,val,42
2012-10-23,11009.70332182406,fold1,val,42
2012-10-24,10978.563354437185,fold1,val,42
2012-10-25,11010.481405238968,fold1,val,42
2012-10-26,11004.25436209248,fold1,val,42
2012-10-31,11004.25436209248,fold1,val,42
2012-11-01,11119.473666920265,fold1,val,42
2012-11-02,11020.602429200828,fold1,val,42
2012-11-05,11043.179915282884,fold1,val,42
2012-11-06,11129.594690882124,fold1,val,42
2012-11-07,10877.35667855941,fold1,val,42
2012-11-08,10746.566202124575,fold1,val,42
2012-11-09,10755.90914267153,fold1,val,42
2012-11-12,10764.472811889964,fold1,val,42
2012-11-13,10727.103425529378,fold1,val,42
2012-11-14,10582.300320144534,fold1,val,42
2012-11-15,10564.39489829276,fold1,val,42
2012-11-16,10616.554997018267,fold1,val,42
2012-11-19,10831.424810894006,fold1,val,42
