fold,split,train_rows,eval_rows,account_points,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,turnover,annualized_turnover,average_holding_time_days,seed
fold6,val,1258,251,251,0.1835958038737555,0.1851929082201209,0.0672774228510295,2.75267542025485,3.7307603435384777,6.108050785494702,-0.0303194774771542,0.9214057364338418,0.9287769823253126,250.0,69
fold6,test,1258,251,251,-0.0710641501046602,-0.0716118050801207,0.1711346678705589,-0.4184529410153514,-0.5142744830219504,-0.3548919014108504,-0.2017848386943532,0.9806748159235265,0.9885202144509146,250.0,69
fold7,val,1259,251,251,-0.0710641501046602,-0.0716118050801207,0.1711346678705589,-0.4184529410153514,-0.5142744830219504,-0.3548919014108504,-0.2017848386943532,0.9806748159235265,0.9885202144509146,250.0,69
fold7,test,1259,252,252,0.2611574813254702,0.2623238621442518,0.1254850085034157,2.0904796937325885,2.5969081801658276,3.963572391288315,-0.0661836939627552,6.2046764547045195,6.229396281217286,62.0,69
fold8,val,1258,252,252,-0.0043710607082282,-0.0043884370254115,0.0987015579089752,-0.0444616794140037,-0.0613695134424086,-0.0523098116316917,-0.0838931911342013,24.084107494025265,24.180060113523375,16.333333333333332,69
fold8,test,1258,112,112,0.032884785421646,0.0762212574251968,0.4422396725572623,0.1723528262049522,0.2147053558937137,0.3357832680084973,-0.2269954005667368,13.589212256121984,30.851184581466125,12.857142857142858,69
fold1,val,1260,250,250,0.1158242639878222,0.1172985739197676,0.1270584198280689,0.923186153884898,1.4276663509261738,1.2108909112318955,-0.0968696460033995,0.923873902074506,0.9350049129428734,249.0,81
fold1,test,1260,252,252,0.2084674532933008,0.2093794583106081,0.1069011825599386,1.9586262125136984,2.7238694658570983,3.5110034656158,-0.0596352183531339,29.25189466268067,29.3684360756794,15.8,81
fold2,val,1259,252,252,-0.2070921115945412,-0.2078248121525517,0.107989212973289,-1.924496034654469,-3.3007164863937275,-1.0035380418518551,-0.2070921115945412,1.1128727966046523,1.117306552766424,239.0,81
fold2,test,1259,252,252,-0.1626542320361513,-0.1632462302577724,0.1041527981137157,-1.567372487482645,-2.3812417004089417,-0.9312026256804934,-0.1753068835458633,1.108726979720139,1.1131442186831673,230.0,81
fold3,val,1258,252,252,0.097464434438391,0.097871150785876,0.1115034450834103,0.8777410483834229,1.1508149804409633,1.254877001041104,-0.0779926245398374,29.92622675721725,30.045454752265925,15.8,81
fold3,test,1258,252,252,-0.0085862221515764,-0.0086202823417511,0.1558671542392429,-0.0553053167861123,-0.077717118856652,-0.070165100257016,-0.1228571228456157,0.9973210350370164,1.001294425614853,251.0,81
fold4,val,1258,252,252,-0.0085862221515764,-0.0086202823417511,0.1558671542392429,-0.0553053167861123,-0.077717118856652,-0.070165100257016,-0.1228571228456157,0.9973210350370164,1.001294425614853,251.0,81
fold4,test,1258,252,252,0.1046891837239301,0.1051274670155921,0.1306232092591611,0.8048146084591712,1.0541106536393647,1.1442414498607787,-0.0918752480329944,9.321839148796869,9.358977950186496,49.4,81
fold5,val,1258,252,252,0.1553030796407064,0.1559677436340261,0.1229181758763297,1.2688745380581323,1.849430876790934,1.6976035109914989,-0.0918752480329944,31.63516437338188,31.761200884829616,14.5625,81
fold5,test,1258,251,251,-0.0982968786408521,-0.0990429632012217,0.0654722388743184,-1.5127474621930397,-2.217776488038985,-0.9637649019287304,-0.1027667255811167,17.253639583804528,17.391668700474963,26.88888888888889,81
fold6,val,1258,251,251,-0.0540185195885014,-0.0544386863697317,0.0581361507802792,-0.9363999101949184,-1.205509183464986,-0.5727424325045414,-0.0950491587146374,84.9968550893203,85.67682993003487,3.7142857142857144,81
fold6,test,1258,251,251,-0.1354508850317919,-0.1364569605553509,0.1614698559473264,-0.845092477198128,-1.0042654329325091,-0.6393208651283995,-0.2134404928704232,84.69474882888403,85.3723068195151,4.4523809523809526,81
fold7,val,1259,251,251,-0.0710641501046602,-0.0716118050801207,0.1711346678705589,-0.4184529410153514,-0.5142744830219504,-0.3548919014108504,-0.2017848386943532,0.9806748159235265,0.9885202144509146,250.0,81
fold7,test,1259,252,252,0.2852271755515867,0.2865127149213489,0.1257024128581388,2.279293677876272,2.817842373210823,4.329052939876472,-0.0661836939627549,0.8605957370124179,0.8640244052873678,251.0,81
fold8,val,1258,252,252,0.1938828103847156,0.1947260123955574,0.1250430196665186,1.5572721525350124,2.001217898536625,2.729120359359676,-0.0713511999306785,26.74409625545532,26.85064643974,17.0,81
fold8,test,1258,112,112,-0.1603946444075785,-0.3275961612892158,0.4554346167634526,-0.7193044824244562,-0.9146048456234956,-0.9605588404296644,-0.3410474689324393,15.467821833567418,35.11613605458549,12.75,81
