strategy,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,turnover,annualized_turnover,average_holding_time_days
buy_hold,1.0581267313178557,0.10198488927244842,0.1686839845515772,0.6045914171612734,0.6852637390981533,0.29903429452705105,-0.34104746893243953,,,
momentum_126,0.4910547158332117,0.05521859528895812,0.11687692432129196,0.4724507905184387,0.4864122124646335,0.25391624906202925,-0.21746774967311666,,,
rl_only_stitched,0.4277761593815792,0.0490797804260108,0.14267247982680947,0.34400313561234014,0.4199673494865195,0.21570205920790525,-0.22753505741317503,180.1195206398698,24.233913081285202,38.78048780487805
