fold,split,train_rows,eval_rows,account_points,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,turnover,annualized_turnover,average_holding_time_days
fold1,val,1241,231,231,0.18565530651396767,0.20512677582865368,0.12529743400838378,1.6371187283446558,2.540242427267718,2.275030249529702,-0.09016441687799881,27.74246701060695,30.396094289882395,15.5
fold1,test,1241,233,233,-0.08650487978060661,-0.09360221003906777,0.10471088012024163,-0.8939110236833312,-1.564370707944432,-0.8403665496591118,-0.1113825985542104,29.12998605870442,31.641191753420323,14.533333333333333
fold2,val,1240,233,233,0.009686050218113529,0.010525434210437279,0.10760933304229377,0.09781153653559456,0.1804803496679313,0.10680266855937522,-0.098550292351411,40.570056581883,44.06747525273499,10.095238095238095
fold2,test,1240,233,233,0.10984869690961663,0.11986539875686031,0.101418700518438,1.1818865568590942,2.205205298222511,1.3938634602445215,-0.08599507927113081,62.9765669145685,68.40558130375544,6.28125
fold3,val,1239,233,233,0.1207425662655095,0.13181022750054572,0.1021841454613898,1.2899283632053282,1.8653330814587104,2.1733458567110593,-0.060648528209870434,13.37782222163172,14.531082757979283,28.0
fold3,test,1239,233,233,-0.10956189804731586,-0.11842507340033293,0.14942135442582474,-0.7925578901047983,-1.030386650475452,-0.789085196843575,-0.15007894442076197,4.810696949913153,5.225412204216011,68.66666666666667
fold4,val,1239,233,233,0.02113877281694032,0.022981868537790273,0.15442239716104633,0.14882471040662967,0.20296388577307806,0.18706175112589668,-0.12285712284561567,0.9669736957025211,1.0503334970561868,232.0
fold4,test,1239,233,233,0.20954484629260395,0.2295453718546263,0.09066956684603204,2.5316694436670497,3.7105682980217205,5.776676954439406,-0.03973657756267979,10.071891700713808,10.940158226637413,32.4
fold5,val,1239,233,233,0.032260034621495626,0.035089325819329,0.1079384740624857,0.3250863616898618,0.49465453918567776,0.6521299988510487,-0.0538072560396714,51.26125144313089,55.6803248434008,7.884615384615385
fold5,test,1239,232,232,-0.14463619020071505,-0.15669870190872826,0.06745592948128758,-2.3229789154739438,-3.3189097380148493,-1.0525427663657658,-0.14887632779975268,25.47508487009218,27.791001676464195,16.846153846153847
fold6,val,1239,232,232,-0.019468056613480833,-0.021218974380852074,0.052299117025105174,-0.40572337713973866,-0.3983300225023493,-0.4759283836401209,-0.044584385193754406,23.982346908948507,26.162560264307462,10.916666666666666
fold6,test,1239,232,232,-0.1883415400187518,-0.20359398660530004,0.1499351169841107,-1.3578805999589532,-1.7170781082863107,-0.908679893376965,-0.2240546842614457,76.15617099958082,83.07945927226999,4.894736842105263
fold7,val,1240,232,232,0.09473514445874254,0.10378023105902745,0.17584901635738026,0.590166685084627,0.9376218037426886,0.7915486746123703,-0.13111035920797887,0.9850857203969938,1.0746389677058115,231.0
fold7,test,1240,233,233,-0.18028964865965313,-0.194218388762597,0.11866004041167684,-1.636763211008352,-2.826123185329162,-1.0612949939583498,-0.1830013237301853,1.1035113883938503,1.1986416804967686,232.0
fold8,val,1239,233,233,0.004232852988284019,0.0045985918913993284,0.10545953482503494,0.043605273805054495,0.05887230884130106,0.026922548455618305,-0.1708081944389509,6.807455067219661,7.394304641979977,45.75
fold8,test,1239,93,93,0.029395520746720916,0.08259119384327085,0.5029437980905717,0.1642155528248458,0.2102128533063514,0.28739275974614104,-0.2873809135491968,5.3455429552739755,14.642139399228716,26.0
