market_date,total_news_count,market_hours_news_count,outside_market_hours_news_count,score_0_count,score_1_count,score_2_count,score_3_count,score_4_count,score_5_count,score_6_count,score_7_count,score_8_count,score_9_count,score_10_count,sentiment_score_histogram
2006-02-26,132,0,132,1,0,0,0,0,130,0,0,0,0,1,"0:1, 5:130, 10:1"
2006-02-27,133,0,133,0,0,0,0,0,133,0,0,0,0,0,5:133
2006-02-28,142,0,142,0,0,0,0,0,140,0,0,0,0,2,"5:140, 10:2"
2006-03-01,127,0,127,0,0,0,0,0,127,0,0,0,0,0,5:127
2006-03-02,140,0,140,0,0,0,0,0,139,0,0,0,0,1,"5:139, 10:1"
2006-03-03,34,0,34,0,0,0,0,0,34,0,0,0,0,0,5:34
2006-03-04,42,0,42,0,0,0,0,0,42,0,0,0,0,0,5:42
2006-03-05,126,0,126,0,0,0,0,0,126,0,0,0,0,0,5:126
2006-03-06,119,0,119,0,0,0,0,0,119,0,0,0,0,0,5:119
2006-03-07,103,0,103,0,0,0,0,0,103,0,0,0,0,0,5:103
2006-03-08,129,0,129,1,0,0,0,0,128,0,0,0,0,0,"0:1, 5:128"
2006-03-09,122,0,122,0,0,0,0,0,122,0,0,0,0,0,5:122
2006-03-10,36,0,36,0,0,0,0,0,36,0,0,0,0,0,5:36
2006-03-11,31,0,31,0,0,0,0,0,31,0,0,0,0,0,5:31
2006-03-12,134,0,134,0,0,0,0,0,134,0,0,0,0,0,5:134
2006-03-13,125,0,125,0,0,0,0,0,124,0,0,0,0,1,"5:124, 10:1"
2006-03-14,140,0,140,0,0,0,0,0,140,0,0,0,0,0,5:140
2006-03-15,133,0,133,0,0,0,0,0,133,0,0,0,0,0,5:133
2006-03-16,122,0,122,0,0,0,0,0,122,0,0,0,0,0,5:122
2006-03-17,34,0,34,0,0,0,0,0,34,0,0,0,0,0,5:34
2006-03-18,42,0,42,0,0,0,0,0,42,0,0,0,0,0,5:42
2006-03-19,116,0,116,0,0,0,0,0,116,0,0,0,0,0,5:116
2006-03-20,119,0,119,0,0,0,0,0,119,0,0,0,0,0,5:119
2006-03-21,128,0,128,1,0,0,0,0,127,0,0,0,0,0,"0:1, 5:127"
2006-03-22,138,0,138,0,0,0,0,0,136,0,0,0,0,2,"5:136, 10:2"
2006-03-23,114,0,114,0,0,0,0,0,114,0,0,0,0,0,5:114
2006-03-24,52,0,52,0,0,0,0,0,52,0,0,0,0,0,5:52
2006-03-25,53,0,53,0,0,0,0,0,53,0,0,0,0,0,5:53
2006-03-26,116,0,116,0,0,0,0,0,116,0,0,0,0,0,5:116
2006-03-27,131,0,131,0,0,0,0,0,131,0,0,0,0,0,5:131
2006-03-28,121,0,121,1,0,0,0,0,120,0,0,0,0,0,"0:1, 5:120"
2006-03-29,140,0,140,0,0,0,0,0,140,0,0,0,0,0,5:140
2006-03-30,116,0,116,0,0,0,0,0,116,0,0,0,0,0,5:116
2006-03-31,40,0,40,0,0,0,0,0,40,0,0,0,0,0,5:40
2006-04-01,39,0,39,0,0,0,0,0,39,0,0,0,0,0,5:39
2006-04-02,105,0,105,0,0,0,0,0,105,0,0,0,0,0,5:105
2006-04-03,108,0,108,0,0,0,0,0,108,0,0,0,0,0,5:108
2006-04-04,127,0,127,0,0,0,0,0,126,0,0,0,0,1,"5:126, 10:1"
2006-04-05,125,0,125,0,0,0,0,0,125,0,0,0,0,0,5:125
2006-04-06,140,0,140,0,0,0,0,0,140,0,0,0,0,0,5:140
2006-04-07,44,0,44,0,0,0,0,0,44,0,0,0,0,0,5:44
2006-04-08,43,0,43,0,0,0,0,0,43,0,0,0,0,0,5:43
2006-04-09,134,0,134,0,0,0,0,0,134,0,0,0,0,0,5:134
2006-04-10,124,0,124,0,0,0,0,0,124,0,0,0,0,0,5:124
2006-04-11,116,0,116,0,0,0,0,0,116,0,0,0,0,0,5:116
2006-04-12,136,0,136,0,0,0,0,0,136,0,0,0,0,0,5:136
2006-04-13,110,0,110,0,0,0,0,0,110,0,0,0,0,0,5:110
2006-04-14,42,0,42,0,0,0,0,0,42,0,0,0,0,0,5:42
2006-04-15,51,0,51,0,0,0,0,0,51,0,0,0,0,0,5:51
2006-04-16,111,0,111,0,0,0,0,0,111,0,0,0,0,0,5:111
2006-04-17,110,0,110,0,0,0,0,0,110,0,0,0,0,0,5:110
2006-04-18,126,0,126,1,0,0,0,0,125,0,0,0,0,0,"0:1, 5:125"
2006-04-19,123,0,123,0,0,0,0,0,123,0,0,0,0,0,5:123
2006-04-20,127,0,127,0,0,0,0,0,127,0,0,0,0,0,5:127
2006-04-21,44,0,44,0,0,0,0,0,44,0,0,0,0,0,5:44
2006-04-22,39,0,39,0,0,0,0,0,39,0,0,0,0,0,5:39
2006-04-23,116,0,116,1,0,0,0,0,115,0,0,0,0,0,"0:1, 5:115"
2006-04-24,116,0,116,0,0,0,0,0,116,0,0,0,0,0,5:116
2006-04-25,134,0,134,0,0,0,0,0,134,0,0,0,0,0,5:134
2006-04-26,128,0,128,0,0,0,0,0,128,0,0,0,0,0,5:128
2006-04-27,124,0,124,0,0,0,0,0,124,0,0,0,0,0,5:124
2006-04-28,35,0,35,0,0,0,0,0,35,0,0,0,0,0,5:35
2006-04-29,37,0,37,0,0,0,0,0,37,0,0,0,0,0,5:37
2006-04-30,37,0,37,0,0,0,0,0,37,0,0,0,0,0,5:37
2006-05-01,98,0,98,0,0,0,0,0,98,0,0,0,0,0,5:98
2006-05-02,127,0,127,0,0,0,0,0,127,0,0,0,0,0,5:127
2006-05-03,97,0,97,1,0,0,0,0,96,0,0,0,0,0,"0:1, 5:96"
2006-05-04,108,0,108,0,0,0,0,0,108,0,0,0,0,0,5:108
2006-05-05,93,0,93,0,0,0,0,0,93,0,0,0,0,0,5:93
2006-05-06,41,0,41,0,0,0,0,0,41,0,0,0,0,0,5:41
2006-05-07,37,0,37,0,0,0,0,0,37,0,0,0,0,0,5:37
2006-05-08,42,0,42,0,0,0,0,0,42,0,0,0,0,0,5:42
2006-05-09,115,0,115,0,0,0,0,0,115,0,0,0,0,0,5:115
2006-05-10,129,0,129,0,0,0,0,0,129,0,0,0,0,0,5:129
2006-05-11,112,0,112,0,0,0,0,0,112,0,0,0,0,0,5:112
2006-05-12,31,0,31,0,0,0,0,0,31,0,0,0,0,0,5:31
2006-05-13,36,0,36,0,0,0,0,0,36,0,0,0,0,0,5:36
2006-05-14,124,0,124,0,0,0,0,0,124,0,0,0,0,0,5:124
2006-05-15,130,0,130,0,0,0,0,0,130,0,0,0,0,0,5:130
2006-05-16,140,0,140,0,0,0,0,0,140,0,0,0,0,0,5:140
2006-05-17,129,0,129,0,0,0,0,0,129,0,0,0,0,0,5:129
2006-05-18,127,0,127,0,0,0,0,0,127,0,0,0,0,0,5:127
2006-05-19,41,0,41,0,0,0,0,0,41,0,0,0,0,0,5:41
2006-05-20,31,0,31,0,0,0,0,0,31,0,0,0,0,0,5:31
2006-05-21,106,0,106,0,0,0,0,0,106,0,0,0,0,0,5:106
2006-05-22,123,0,123,0,0,0,0,0,123,0,0,0,0,0,5:123
2006-05-23,132,0,132,0,0,0,0,0,132,0,0,0,0,0,5:132
2006-05-24,134,0,134,0,0,0,0,0,134,0,0,0,0,0,5:134
2006-05-25,128,0,128,0,0,0,0,0,128,0,0,0,0,0,5:128
2006-05-26,40,0,40,0,0,0,0,0,40,0,0,0,0,0,5:40
2006-05-27,31,0,31,0,0,0,0,0,31,0,0,0,0,0,5:31
2006-05-28,127,0,127,0,0,0,0,0,127,0,0,0,0,0,5:127
2006-05-29,140,0,140,0,0,0,0,0,140,0,0,0,0,0,5:140
2006-05-30,102,0,102,0,0,0,0,0,102,0,0,0,0,0,5:102
2006-05-31,126,0,126,0,0,0,0,0,126,0,0,0,0,0,5:126
2006-06-01,121,0,121,0,0,0,0,0,121,0,0,0,0,0,5:121
2006-06-02,37,0,37,0,0,0,0,0,37,0,0,0,0,0,5:37
2006-06-03,37,0,37,0,0,0,0,0,37,0,0,0,0,0,5:37
2006-06-04,121,0,121,0,0,0,0,0,121,0,0,0,0,0,5:121
2006-06-05,111,0,111,1,0,0,0,0,109,0,0,0,0,1,"0:1, 5:109, 10:1"
2006-06-06,115,0,115,0,0,0,0,0,115,0,0,0,0,0,5:115
2006-06-07,108,0,108,0,0,0,0,0,108,0,0,0,0,0,5:108
2006-06-08,97,0,97,0,0,0,0,0,97,0,0,0,0,0,5:97
2006-06-09,34,0,34,0,0,0,0,0,34,0,0,0,0,0,5:34
2006-06-10,27,0,27,0,0,0,0,0,27,0,0,0,0,0,5:27
2006-06-11,78,0,78,0,0,0,0,0,77,0,0,0,0,1,"5:77, 10:1"
2006-06-12,119,0,119,0,0,0,0,0,118,0,0,0,0,1,"5:118, 10:1"
2006-06-13,123,0,123,0,0,0,0,0,123,0,0,0,0,0,5:123
2006-06-14,132,0,132,0,0,0,0,0,132,0,0,0,0,0,5:132
2006-06-15,111,0,111,0,0,0,0,0,110,0,0,0,0,1,"5:110, 10:1"
2006-06-16,35,0,35,0,0,0,0,0,35,0,0,0,0,0,5:35
2006-06-17,38,0,38,0,0,0,0,0,37,0,0,0,0,1,"5:37, 10:1"
2006-06-18,112,0,112,0,0,0,0,0,112,0,0,0,0,0,5:112
2006-06-19,129,0,129,0,0,0,0,0,128,0,0,0,0,1,"5:128, 10:1"
2006-06-20,125,0,125,0,0,0,0,0,124,0,0,0,0,1,"5:124, 10:1"
2006-06-21,131,0,131,0,0,0,0,0,131,0,0,0,0,0,5:131
2006-06-22,109,0,109,0,0,0,0,0,108,0,0,0,0,1,"5:108, 10:1"
2006-06-23,44,0,44,0,0,0,0,0,44,0,0,0,0,0,5:44
2006-06-24,39,0,39,0,0,0,0,0,39,0,0,0,0,0,5:39
2006-06-25,102,0,102,0,0,0,0,0,101,0,0,0,0,1,"5:101, 10:1"
2006-06-26,131,0,131,0,0,0,0,0,130,0,0,0,0,1,"5:130, 10:1"
2006-06-27,119,0,119,0,0,0,0,0,119,0,0,0,0,0,5:119
2006-06-28,113,0,113,0,0,0,0,0,112,0,0,0,0,1,"5:112, 10:1"
2006-06-29,116,0,116,0,0,0,0,0,116,0,0,0,0,0,5:116
2006-06-30,30,0,30,0,0,0,0,0,30,0,0,0,0,0,5:30
2006-07-01,31,0,31,0,0,0,0,0,31,0,0,0,0,0,5:31
2006-07-02,135,0,135,0,0,0,0,0,134,0,0,0,0,1,"5:134, 10:1"
2006-07-03,127,0,127,0,0,0,0,0,127,0,0,0,0,0,5:127
2006-07-04,127,0,127,0,0,0,0,0,127,0,0,0,0,0,5:127
2006-07-05,125,0,125,0,0,0,0,0,125,0,0,0,0,0,5:125
2006-07-06,104,0,104,0,0,0,0,0,104,0,0,0,0,0,5:104
2006-07-07,43,0,43,0,0,0,0,0,43,0,0,0,0,0,5:43
2006-07-08,52,0,52,0,0,0,0,0,52,0,0,0,0,0,5:52
2006-07-09,123,0,123,0,0,0,0,0,122,0,0,0,0,1,"5:122, 10:1"
2006-07-10,113,0,113,0,0,0,0,0,112,0,0,0,0,1,"5:112, 10:1"
2006-07-11,133,0,133,0,0,0,0,0,133,0,0,0,0,0,5:133
2006-07-12,147,0,147,0,0,0,0,0,146,0,0,0,0,1,"5:146, 10:1"
2006-07-13,143,0,143,0,0,0,0,0,143,0,0,0,0,0,5:143
2006-07-14,52,0,52,0,0,0,0,0,52,0,0,0,0,0,5:52
2006-07-15,50,0,50,0,0,0,0,0,50,0,0,0,0,0,5:50
2006-07-16,114,0,114,0,0,0,0,0,113,0,0,0,0,1,"5:113, 10:1"
2006-07-17,119,0,119,0,0,0,0,0,118,0,0,0,0,1,"5:118, 10:1"
2006-07-18,136,0,136,0,0,0,0,0,135,0,0,0,0,1,"5:135, 10:1"
2006-07-19,141,0,141,0,0,0,0,0,141,0,0,0,0,0,5:141
2006-07-20,110,0,110,0,0,0,0,0,110,0,0,0,0,0,5:110
2006-07-21,32,0,32,0,0,0,0,0,32,0,0,0,0,0,5:32
2006-07-22,37,0,37,0,0,0,0,0,37,0,0,0,0,0,5:37
2006-07-23,109,0,109,0,0,0,0,0,107,0,0,0,0,2,"5:107, 10:2"
2006-07-24,124,0,124,0,0,0,0,0,124,0,0,0,0,0,5:124
2006-07-25,147,0,147,0,0,0,0,0,146,0,0,0,0,1,"5:146, 10:1"
2006-07-26,134,0,134,0,0,0,0,0,133,0,0,0,0,1,"5:133, 10:1"
2006-07-27,135,0,135,0,0,0,0,0,135,0,0,0,0,0,5:135
2006-07-28,39,0,39,0,0,0,0,0,39,0,0,0,0,0,5:39
2006-07-29,30,0,30,0,0,0,0,0,30,0,0,0,0,0,5:30
2006-07-30,114,0,114,0,0,0,0,0,114,0,0,0,0,0,5:114
2006-07-31,136,0,136,0,0,0,0,0,136,0,0,0,0,0,5:136
2006-08-01,130,0,130,0,0,0,0,0,130,0,0,0,0,0,5:130
2006-08-02,123,0,123,0,0,0,0,0,123,0,0,0,0,0,5:123
2006-08-03,143,0,143,0,0,0,0,0,143,0,0,0,0,0,5:143
2006-08-04,33,0,33,0,0,0,0,0,33,0,0,0,0,0,5:33
2006-08-05,50,0,50,0,0,0,0,0,50,0,0,0,0,0,5:50
2006-08-06,131,0,131,0,0,0,0,0,131,0,0,0,0,0,5:131
2006-08-07,153,0,153,0,0,0,0,0,152,0,0,0,0,1,"5:152, 10:1"
2006-08-08,140,0,140,0,0,0,0,0,140,0,0,0,0,0,5:140
2006-08-09,184,0,184,0,0,0,0,0,184,0,0,0,0,0,5:184
2006-08-10,148,0,148,0,0,0,0,0,146,0,0,0,0,2,"5:146, 10:2"
2006-08-11,53,0,53,0,0,0,0,0,53,0,0,0,0,0,5:53
2006-08-12,45,0,45,0,0,0,0,0,45,0,0,0,0,0,5:45
2006-08-13,148,0,148,0,0,0,0,0,147,0,0,0,0,1,"5:147, 10:1"
2006-08-14,127,0,127,1,0,0,0,0,126,0,0,0,0,0,"0:1, 5:126"
2006-08-15,127,0,127,0,0,0,0,0,127,0,0,0,0,0,5:127
2006-08-16,112,0,112,0,0,0,0,0,112,0,0,0,0,0,5:112
2006-08-17,103,0,103,0,0,0,0,0,103,0,0,0,0,0,5:103
2006-08-18,49,0,49,0,0,0,0,0,49,0,0,0,0,0,5:49
2006-08-19,42,0,42,0,0,0,0,0,42,0,0,0,0,0,5:42
2006-08-20,118,0,118,0,0,0,0,0,118,0,0,0,0,0,5:118
2006-08-21,128,0,128,0,0,0,0,0,128,0,0,0,0,0,5:128
2006-08-22,131,0,131,0,0,0,0,0,131,0,0,0,0,0,5:131
2006-08-23,130,0,130,0,0,0,0,0,130,0,0,0,0,0,5:130
2006-08-24,128,0,128,0,0,0,0,0,127,0,0,0,0,1,"5:127, 10:1"
2006-08-25,45,0,45,0,0,0,0,0,45,0,0,0,0,0,5:45
2006-08-26,41,0,41,0,0,0,0,0,41,0,0,0,0,0,5:41
2006-08-27,118,0,118,1,0,0,0,0,117,0,0,0,0,0,"0:1, 5:117"
2006-08-28,117,0,117,0,0,0,0,0,117,0,0,0,0,0,5:117
2006-08-29,128,0,128,0,0,0,0,0,128,0,0,0,0,0,5:128
2006-08-30,144,0,144,0,0,0,0,0,144,0,0,0,0,0,5:144
2006-08-31,112,0,112,1,0,0,0,0,111,0,0,0,0,0,"0:1, 5:111"
2006-09-01,36,0,36,0,0,0,0,0,36,0,0,0,0,0,5:36
2006-09-02,44,0,44,0,0,0,0,0,44,0,0,0,0,0,5:44
2006-09-03,111,0,111,0,0,0,0,0,110,0,0,0,0,1,"5:110, 10:1"
2006-09-04,120,0,120,0,0,0,0,0,120,0,0,0,0,0,5:120
2006-09-05,116,0,116,0,0,0,0,0,116,0,0,0,0,0,5:116
2006-09-06,108,0,108,0,0,0,0,0,108,0,0,0,0,0,5:108
2006-09-07,128,0,128,0,0,0,0,0,128,0,0,0,0,0,5:128
2006-09-08,42,0,42,0,0,0,0,0,42,0,0,0,0,0,5:42
2006-09-09,33,0,33,0,0,0,0,0,33,0,0,0,0,0,5:33
2006-09-10,113,0,113,1,0,0,0,0,112,0,0,0,0,0,"0:1, 5:112"
2006-09-11,120,0,120,0,0,0,0,0,120,0,0,0,0,0,5:120
2006-09-12,120,0,120,0,0,0,0,0,120,0,0,0,0,0,5:120
2006-09-13,141,0,141,0,0,0,0,0,141,0,0,0,0,0,5:141
2006-09-14,122,0,122,1,0,0,0,0,121,0,0,0,0,0,"0:1, 5:121"
2006-09-15,43,0,43,0,0,0,0,0,43,0,0,0,0,0,5:43
2006-09-16,28,0,28,0,0,0,0,0,28,0,0,0,0,0,5:28
2006-09-17,116,0,116,1,0,0,0,0,115,0,0,0,0,0,"0:1, 5:115"
2006-09-18,132,0,132,0,0,0,0,0,132,0,0,0,0,0,5:132
2006-09-19,136,0,136,0,0,0,0,0,136,0,0,0,0,0,5:136
2006-09-20,129,0,129,0,0,0,0,0,129,0,0,0,0,0,5:129
2006-09-21,111,0,111,0,0,0,0,0,111,0,0,0,0,0,5:111
2006-09-22,38,0,38,0,0,0,0,0,38,0,0,0,0,0,5:38
2006-09-23,37,0,37,0,0,0,0,0,37,0,0,0,0,0,5:37
2006-09-24,116,0,116,0,0,0,0,0,116,0,0,0,0,0,5:116
2006-09-25,109,0,109,0,0,0,0,0,109,0,0,0,0,0,5:109
2006-09-26,122,0,122,0,0,0,0,0,122,0,0,0,0,0,5:122
2006-09-27,122,0,122,0,0,0,0,0,121,0,0,0,0,1,"5:121, 10:1"
2006-09-28,120,0,120,0,0,0,0,0,120,0,0,0,0,0,5:120
2006-09-29,30,0,30,0,0,0,0,0,30,0,0,0,0,0,5:30
2006-09-30,35,0,35,0,0,0,0,0,35,0,0,0,0,0,5:35
2006-10-01,113,0,113,1,0,0,0,0,112,0,0,0,0,0,"0:1, 5:112"
2006-10-02,105,0,105,0,0,0,0,0,105,0,0,0,0,0,5:105
2006-10-03,119,0,119,0,0,0,0,0,119,0,0,0,0,0,5:119
2006-10-04,125,0,125,0,0,0,0,0,125,0,0,0,0,0,5:125
2006-10-05,107,0,107,0,0,0,0,0,107,0,0,0,0,0,5:107
2006-10-06,41,0,41,0,0,0,0,0,41,0,0,0,0,0,5:41
2006-10-07,29,0,29,0,0,0,0,0,29,0,0,0,0,0,5:29
2006-10-08,126,0,126,0,0,0,0,0,126,0,0,0,0,0,5:126
2006-10-09,131,0,131,0,0,0,0,0,131,0,0,0,0,0,5:131
2006-10-10,128,0,128,1,0,0,0,0,127,0,0,0,0,0,"0:1, 5:127"
2006-10-11,119,0,119,0,0,0,0,0,119,0,0,0,0,0,5:119
2006-10-12,121,0,121,0,0,0,0,0,121,0,0,0,0,0,5:121
2006-10-13,36,0,36,0,0,0,0,0,36,0,0,0,0,0,5:36
2006-10-14,34,0,34,0,0,0,0,0,34,0,0,0,0,0,5:34
2006-10-15,113,0,113,0,0,0,0,0,113,0,0,0,0,0,5:113
2006-10-16,132,0,132,0,0,0,0,0,131,0,0,0,0,1,"5:131, 10:1"
2006-10-17,125,0,125,0,0,0,0,0,125,0,0,0,0,0,5:125
2006-10-18,124,0,124,0,0,0,0,0,123,0,0,0,0,1,"5:123, 10:1"
2006-10-19,122,0,122,1,0,0,0,1,120,0,0,0,0,0,"0:1, 4:1, 5:120"
2006-10-20,48,0,48,0,0,0,0,0,47,0,1,0,0,0,"5:47, 7:1"
2006-10-21,30,0,30,0,0,0,0,0,30,0,0,0,0,0,5:30
2006-10-22,129,0,129,0,0,0,0,0,129,0,0,0,0,0,5:129
2006-10-23,124,0,124,1,0,0,0,0,120,1,0,0,0,2,"0:1, 5:120, 6:1, 10:2"
2006-10-24,131,0,131,1,0,0,0,0,130,0,0,0,0,0,"0:1, 5:130"
2006-10-25,131,0,131,0,0,0,0,0,131,0,0,0,0,0,5:131
2006-10-26,110,0,110,0,0,0,1,1,106,0,0,1,1,0,"3:1, 4:1, 5:106, 8:1, 9:1"
2006-10-27,41,0,41,1,0,0,0,0,40,0,0,0,0,0,"0:1, 5:40"
2006-10-28,34,0,34,0,0,0,0,0,34,0,0,0,0,0,5:34
2006-10-29,133,0,133,1,0,1,0,0,130,0,0,0,0,1,"0:1, 2:1, 5:130, 10:1"
2006-10-30,148,0,148,0,0,0,0,0,148,0,0,0,0,0,5:148
2006-10-31,136,0,136,0,0,0,0,0,134,0,1,0,1,0,"5:134, 7:1, 9:1"
2006-11-01,150,0,150,1,0,0,0,0,147,0,0,1,1,0,"0:1, 5:147, 8:1, 9:1"
2006-11-02,137,0,137,0,1,0,0,0,135,0,0,0,1,0,"1:1, 5:135, 9:1"
2006-11-03,55,0,55,0,0,0,0,0,55,0,0,0,0,0,5:55
2006-11-04,27,0,27,0,0,0,0,0,27,0,0,0,0,0,5:27
2006-11-05,98,0,98,0,0,0,0,0,98,0,0,0,0,0,5:98
2006-11-06,138,0,138,2,0,0,0,0,133,1,0,0,0,2,"0:2, 5:133, 6:1, 10:2"
2006-11-07,141,0,141,1,0,0,0,2,138,0,0,0,0,0,"0:1, 4:2, 5:138"
2006-11-08,127,0,127,1,0,1,0,0,123,0,0,0,0,2,"0:1, 2:1, 5:123, 10:2"
2006-11-09,136,0,136,1,0,0,0,0,133,0,0,1,0,1,"0:1, 5:133, 8:1, 10:1"
2006-11-10,51,0,51,0,0,0,0,0,51,0,0,0,0,0,5:51
2006-11-11,36,0,36,0,0,0,0,0,36,0,0,0,0,0,5:36
2006-11-12,127,0,127,0,0,1,0,1,123,0,0,1,0,1,"2:1, 4:1, 5:123, 8:1, 10:1"
2006-11-13,142,0,142,0,0,0,0,0,141,1,0,0,0,0,"5:141, 6:1"
2006-11-14,141,0,141,0,0,0,0,0,141,0,0,0,0,0,5:141
2006-11-15,122,0,122,0,0,0,0,0,122,0,0,0,0,0,5:122
2006-11-16,126,0,126,0,0,0,0,0,124,1,0,0,0,1,"5:124, 6:1, 10:1"
2006-11-17,52,0,52,0,0,0,0,0,52,0,0,0,0,0,5:52
2006-11-18,31,0,31,0,0,0,0,0,31,0,0,0,0,0,5:31
2006-11-19,138,0,138,0,1,0,1,0,135,0,0,0,0,1,"1:1, 3:1, 5:135, 10:1"
2006-11-20,148,0,148,1,0,0,0,1,145,0,0,0,1,0,"0:1, 4:1, 5:145, 9:1"
2006-11-21,143,0,143,2,0,0,0,0,140,0,0,1,0,0,"0:2, 5:140, 8:1"
2006-11-22,140,0,140,1,0,1,0,0,137,0,0,1,0,0,"0:1, 2:1, 5:137, 8:1"
2006-11-23,127,0,127,0,0,0,0,1,125,0,0,0,0,1,"4:1, 5:125, 10:1"
2006-11-24,48,0,48,0,0,0,0,0,48,0,0,0,0,0,5:48
2006-11-25,41,0,41,0,0,0,0,0,41,0,0,0,0,0,5:41
2006-11-26,136,0,136,2,0,0,0,0,134,0,0,0,0,0,"0:2, 5:134"
2006-11-27,135,0,135,0,0,0,0,0,135,0,0,0,0,0,5:135
2006-11-28,143,0,143,1,0,0,0,0,140,1,0,1,0,0,"0:1, 5:140, 6:1, 8:1"
2006-11-29,131,0,131,0,0,0,0,0,130,1,0,0,0,0,"5:130, 6:1"
2006-11-30,138,0,138,0,0,0,0,0,136,0,0,0,0,2,"5:136, 10:2"
2006-12-01,44,0,44,0,0,0,0,0,44,0,0,0,0,0,5:44
2006-12-02,35,0,35,0,0,0,0,0,35,0,0,0,0,0,5:35
2006-12-03,120,0,120,0,0,0,0,0,118,0,0,0,0,2,"5:118, 10:2"
2006-12-04,134,0,134,0,0,0,0,0,133,0,0,0,0,1,"5:133, 10:1"
2006-12-05,142,0,142,1,0,0,0,0,141,0,0,0,0,0,"0:1, 5:141"
2006-12-06,134,0,134,0,0,0,0,0,133,0,0,0,0,1,"5:133, 10:1"
2006-12-07,132,0,132,1,0,0,0,0,131,0,0,0,0,0,"0:1, 5:131"
2006-12-08,46,0,46,0,0,0,0,0,45,0,1,0,0,0,"5:45, 7:1"
2006-12-09,35,0,35,0,0,0,0,0,35,0,0,0,0,0,5:35
2006-12-10,122,0,122,2,0,0,0,0,120,0,0,0,0,0,"0:2, 5:120"
2006-12-11,139,0,139,0,0,1,0,0,138,0,0,0,0,0,"2:1, 5:138"
2006-12-12,128,0,128,1,0,0,0,0,126,0,0,1,0,0,"0:1, 5:126, 8:1"
2006-12-13,126,0,126,3,0,0,0,0,123,0,0,0,0,0,"0:3, 5:123"
2006-12-14,109,0,109,0,0,0,0,0,108,0,0,0,1,0,"5:108, 9:1"
2006-12-15,48,0,48,1,0,0,0,0,47,0,0,0,0,0,"0:1, 5:47"
2006-12-16,37,0,37,1,0,0,0,0,36,0,0,0,0,0,"0:1, 5:36"
2006-12-17,135,0,135,0,0,0,0,0,133,0,0,1,0,1,"5:133, 8:1, 10:1"
2006-12-18,122,0,122,0,0,0,2,0,118,0,0,0,0,2,"3:2, 5:118, 10:2"
2006-12-19,127,0,127,1,0,0,0,0,126,0,0,0,0,0,"0:1, 5:126"
2006-12-20,123,0,123,0,0,0,0,0,122,0,0,0,0,1,"5:122, 10:1"
2006-12-21,131,0,131,0,0,0,0,0,131,0,0,0,0,0,5:131
2006-12-22,53,0,53,0,0,0,0,0,53,0,0,0,0,0,5:53
2006-12-23,34,0,34,0,0,0,0,0,34,0,0,0,0,0,5:34
2006-12-24,93,0,93,0,0,0,0,0,92,0,0,0,0,1,"5:92, 10:1"
2006-12-25,108,0,108,0,0,0,0,0,106,0,0,1,0,1,"5:106, 8:1, 10:1"
2006-12-26,95,0,95,0,0,0,0,0,95,0,0,0,0,0,5:95
2006-12-27,90,0,90,1,0,0,0,0,89,0,0,0,0,0,"0:1, 5:89"
2006-12-28,94,0,94,0,0,0,0,0,94,0,0,0,0,0,5:94
2006-12-29,32,0,32,0,0,0,0,0,32,0,0,0,0,0,5:32
2006-12-30,32,0,32,0,0,0,0,0,32,0,0,0,0,0,5:32
2006-12-31,35,0,35,0,0,0,0,0,35,0,0,0,0,0,5:35
2007-01-01,191,35,156,0,0,0,0,0,180,0,0,0,0,11,"5:180, 10:11"
2007-01-02,404,127,277,22,0,0,0,0,322,0,1,0,0,59,"0:22, 5:322, 7:1, 10:59"
2007-01-03,725,232,493,74,0,0,0,0,553,0,0,0,0,98,"0:74, 5:553, 10:98"
2007-01-04,804,273,531,81,0,0,0,0,629,0,0,0,0,94,"0:81, 5:629, 10:94"
2007-01-05,690,217,473,83,0,0,0,0,556,0,2,0,0,49,"0:83, 5:556, 7:2, 10:49"
2007-01-06,245,0,245,5,0,1,0,0,227,0,0,0,0,12,"0:5, 2:1, 5:227, 10:12"
2007-01-07,360,0,360,7,0,0,0,0,313,0,0,0,1,39,"0:7, 5:313, 9:1, 10:39"
2007-01-08,1125,311,814,53,0,0,3,0,972,1,0,0,0,96,"0:53, 3:3, 5:972, 6:1, 10:96"
2007-01-09,1105,347,758,88,0,0,2,0,918,0,0,0,0,97,"0:88, 3:2, 5:918, 10:97"
2007-01-10,1203,362,841,86,0,0,1,0,996,1,1,0,0,118,"0:86, 3:1, 5:996, 6:1, 7:1, 10:118"
2007-01-11,1159,374,785,85,0,0,0,0,971,0,2,1,0,100,"0:85, 5:971, 7:2, 8:1, 10:100"
2007-01-12,874,322,552,48,0,0,1,0,756,0,0,0,0,69,"0:48, 3:1, 5:756, 10:69"
2007-01-13,220,0,220,5,0,0,0,0,209,0,0,0,0,6,"0:5, 5:209, 10:6"
2007-01-14,437,0,437,12,0,0,0,0,416,0,0,0,0,9,"0:12, 5:416, 10:9"
2007-01-15,766,196,570,19,0,0,0,0,700,0,0,0,0,47,"0:19, 5:700, 10:47"
2007-01-16,1215,350,865,81,0,0,2,0,1023,0,0,0,0,109,"0:81, 3:2, 5:1023, 10:109"
2007-01-17,1295,418,877,98,0,0,0,0,1072,1,2,0,0,122,"0:98, 5:1072, 6:1, 7:2, 10:122"
