fold,split,train_rows,eval_rows,account_points,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,turnover,annualized_turnover,average_holding_time_days
fold1,val,1260,250,250,0.1158242639878222,0.11729857391976761,0.12705841982806892,0.923186153884898,1.4276663509261738,1.2108909112318955,-0.09686964600339953,0.9238739020745059,0.9350049129428734,249.0
fold1,test,1260,252,252,0.25808356869962834,0.259234863632124,0.10813189794109256,2.397394927566595,3.3103897190281635,4.286477652072269,-0.06047736269120607,10.6096633031612,10.651932878074193,41.0
fold2,val,1259,252,252,-0.12683981650771836,-0.12731153038246446,0.10169804202509662,-1.2518582250683552,-2.1326391694694853,-0.75589430339026,-0.16842504277576875,8.822458689421437,8.857607927227896,45.4
fold2,test,1259,252,252,-0.07002790875247955,-0.0702968604010955,0.08539949969050915,-0.8231530706368755,-1.4206393097084045,-0.4529057922558193,-0.15521298601848976,10.912890363168524,10.956368014017801,30.333333333333332
fold3,val,1258,252,252,0.08780400261645838,0.08816880743491251,0.11153696574557137,0.7904895641148755,1.0687989436985963,1.1443232070793878,-0.07704886774073416,37.650038492451884,37.800038645808264,12.263157894736842
fold3,test,1258,252,252,-0.008119882430857484,-0.008152100340246604,0.1558413798383879,-0.05231024230342784,-0.0733974245206224,-0.06635431590312157,-0.12285712284561578,9.190722673376529,9.227339098370061,49.4
fold4,val,1258,252,252,-0.00858622215157645,-0.008620282341751162,0.1558671542392429,-0.05530531678611234,-0.07771711885665204,-0.070165100257016,-0.12285712284561578,0.9973210350370163,1.001294425614853,251.0
fold4,test,1258,252,252,0.11692089554853435,0.1174130529867139,0.13018702299298876,0.9018798516733668,1.1782995448059095,1.2779617524901625,-0.0918752480329944,5.293147186663582,5.314235422467022,83.0
fold5,val,1258,252,252,0.0705163805380673,0.0708070422877034,0.12431361220100746,0.5695839822690758,0.8990668238750578,0.7706868150415773,-0.0918752480329944,66.56212776360724,66.8273155236216,6.636363636363637
fold5,test,1258,251,251,-0.10945428907349342,-0.11027976874951406,0.06662851356715171,-1.655143764213925,-2.5845160665294826,-0.9684807618762437,-0.1138688274363534,29.39372156911034,29.628871341663224,15.666666666666666
fold6,val,1258,251,251,-0.02354278613583538,-0.023728876033098478,0.0610183592866027,-0.3888809255202054,-0.5645392942719943,-0.39473464036439027,-0.06011348791480198,107.29658063010741,108.15495327514827,3.6481481481481484
fold6,test,1258,251,251,-0.1862659420427346,-0.18760666215895194,0.16996986194037544,-1.1037642792506557,-1.396628412571843,-0.7916090390391465,-0.23699408787280718,36.493341193571545,36.785287923120116,12.944444444444445
fold7,val,1259,251,251,-0.07106415010466027,-0.07161180508012077,0.17113466787055898,-0.4184529410153514,-0.5142744830219504,-0.3548919014108504,-0.20178483869435326,0.9806748159235265,0.9885202144509146,250.0
fold7,test,1259,252,252,0.2852271755515867,0.2865127149213489,0.12570241285813885,2.279293677876272,2.817842373210823,4.329052939876472,-0.06618369396275492,0.8605957370124179,0.8640244052873678,251.0
fold8,val,1258,252,252,0.012408028716205388,0.012457769746363256,0.11735380547844487,0.10615565209473718,0.15109518969023317,0.13283949111860496,-0.09378061931327641,57.486924490060055,57.7159560617336,7.689655172413793
fold8,test,1258,112,112,0.33686280802306,0.9330861405901034,0.42464777425673345,2.1973178647251745,3.328095537312515,5.419424412034347,-0.1721743989118285,18.293950204555816,41.5322112752078,11.444444444444445
