strategy,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,turnover,annualized_turnover,average_holding_time_days
buy_hold,1.0581267313178555,0.1019848892724484,0.1686839845515771,0.6045914171612738,0.6852637390981535,0.299034294527051,-0.3410474689324395,,,
momentum_126,0.4910547158332128,0.0552185952889581,0.116876924321292,0.4724507905184382,0.486412212464634,0.2539162490620293,-0.2174677496731165,,,
rl_only_stitched,0.649750236513156,0.0696758930129457,0.1635490072758899,0.4260245548015454,0.5445366868522611,0.2154628717835336,-0.3233777236708611,134.6938713684117,18.122186644335155,26.53731343283582
