variant,date,fold,split,account_value,account_value_std,seed_count
gating,2012-07-02,fold1,val,10534.964904546267,405.13399221948475,5
gating,2012-07-03,fold1,val,10600.089383913986,404.5218126206015,5
gating,2012-07-05,fold1,val,10560.20966103171,420.30714931876287,5
gating,2012-07-06,fold1,val,10457.610796369585,411.34972318365544,5
gating,2012-07-09,fold1,val,10444.48972016581,410.8336061499087,5
gating,2012-07-10,fold1,val,10353.412421353632,407.2510840629614,5
gating,2012-07-11,fold1,val,10354.956423768423,407.31181733925916,5
gating,2012-07-12,fold1,val,10304.786355982355,405.33837962984717,5
gating,2012-07-13,fold1,val,10477.678116846748,412.1390704718705,5
gating,2012-07-16,fold1,val,10456.021444199414,417.91041571774815,5
gating,2012-07-17,fold1,val,10525.568942507674,415.78316304067386,5
gating,2012-07-18,fold1,val,10584.593340292826,376.9423850438445,5
gating,2012-07-19,fold1,val,10610.075827325538,372.94207167363214,5
gating,2012-07-20,fold1,val,10531.377338271577,410.17501618655416,5
gating,2012-07-23,fold1,val,10422.653592305534,401.08998560256754,5
gating,2012-07-24,fold1,val,10333.155356583242,397.64586786811554,5
gating,2012-07-25,fold1,val,10332.976675814845,398.90621150497714,5
gating,2012-07-26,fold1,val,10501.374641640721,406.51476374278417,5
gating,2012-07-27,fold1,val,10651.328058360401,317.5685695969156,5
gating,2012-07-30,fold1,val,10649.085833080306,312.62909218550266,5
gating,2012-07-31,fold1,val,10588.029062615653,340.054646457684,5
gating,2012-08-01,fold1,val,10580.462461142151,343.42541296563235,5
gating,2012-08-02,fold1,val,10520.620288866014,370.26174991753635,5
gating,2012-08-03,fold1,val,10726.998175077602,372.5616987164138,5
gating,2012-08-06,fold1,val,10741.092160968288,358.4918352779368,5
gating,2012-08-07,fold1,val,10792.658334653084,355.2367339658238,5
gating,2012-08-08,fold1,val,10800.682359156846,344.51100815458045,5
gating,2012-08-09,fold1,val,10803.709510947618,343.36256109438034,5
gating,2012-08-10,fold1,val,10819.268746723905,345.9425771140872,5
gating,2012-08-13,fold1,val,10813.891985961958,345.77065694849585,5
gating,2012-08-14,fold1,val,10815.42753350897,345.819755578739,5
gating,2012-08-15,fold1,val,10827.718946927274,346.21276949990545,5
gating,2012-08-16,fold1,val,10907.611961972545,348.76732250761603,5
gating,2012-08-17,fold1,val,10922.206696711368,349.233984374147,5
gating,2012-08-20,fold1,val,10922.975642658575,349.2585711691382,5
gating,2012-08-21,fold1,val,10889.942615618596,348.2023509409883,5
gating,2012-08-22,fold1,val,10894.552774780734,348.34975927132837,5
gating,2012-08-23,fold1,val,10805.441785758585,345.50046456267853,5
gating,2012-08-24,fold1,val,10870.73772171763,347.5882807441174,5
gating,2012-08-27,fold1,val,10873.04221521185,347.66196616935207,5
gating,2012-08-28,fold1,val,10862.28752151426,347.31808835829975,5
gating,2012-08-29,fold1,val,10870.73772171763,347.588280744117,5
gating,2012-08-30,fold1,val,10792.382598566774,345.0829013263903,5
gating,2012-08-31,fold1,val,10843.851573560503,346.7286049564207,5
gating,2012-09-04,fold1,val,10833.864653636421,346.4092764604885,5
gating,2012-09-05,fold1,val,10824.646679659545,346.11453475955017,5
gating,2012-09-06,fold1,val,11044.350712773488,353.13949931094857,5
gating,2012-09-07,fold1,val,11087.36948756385,354.5150105551608,5
gating,2012-09-10,fold1,val,11024.37687292532,352.50084231908596,5
gating,2012-09-11,fold1,val,11055.10540647108,353.483377122001,5
gating,2012-09-12,fold1,val,11091.978474552288,354.66238140563013,5
gating,2012-09-13,fold1,val,11260.981306446009,360.0661916421208,5
gating,2012-09-14,fold1,val,11297.989378885377,333.3690350119672,5
gating,2012-09-17,fold1,val,11278.732380845508,360.04148040334456,5
gating,2012-09-18,fold1,val,11271.172887768817,369.20072376734964,5
gating,2012-09-19,fold1,val,11271.276377842401,365.2447861280007,5
gating,2012-09-20,fold1,val,11269.493453550514,365.63769362429764,5
gating,2012-09-21,fold1,val,11242.76168789146,418.85291539320855,5
gating,2012-09-24,fold1,val,11230.813434113401,435.0340171446179,5
gating,2012-09-25,fold1,val,11162.36833295247,543.3041154662961,5
gating,2012-09-26,fold1,val,11126.886483713708,600.7204715532644,5
gating,2012-09-27,fold1,val,11185.765364082265,504.5255910775358,5
gating,2012-09-28,fold1,val,11156.331343169746,551.7533073121472,5
gating,2012-10-01,fold1,val,11172.966453074618,524.8249929821081,5
gating,2012-10-02,fold1,val,11179.545904906441,514.2334464856741,5
gating,2012-10-03,fold1,val,11205.44651361219,472.66841647558397,5
gating,2012-10-04,fold1,val,11251.244019998798,399.9713986289375,5
gating,2012-10-05,fold1,val,11251.68649633874,399.28002287635354,5
gating,2012-10-08,fold1,val,11229.549400731164,433.9168596254293,5
gating,2012-10-09,fold1,val,11165.956207050704,534.4694272983677,5
gating,2012-10-10,fold1,val,11125.630026911207,599.6122972598208,5
gating,2012-10-11,fold1,val,11129.119478043012,593.9039693193765,5
gating,2012-10-12,fold1,val,11108.610442466033,627.4323172961947,5
gating,2012-10-15,fold1,val,11160.404485101648,542.3107267672904,5
gating,2012-10-16,fold1,val,11224.362234749886,439.18169828054664,5
gating,2012-10-17,fold1,val,11253.49778246346,393.27473525933254,5
gating,2012-10-18,fold1,val,11236.666750693545,419.5590670227667,5
gating,2012-10-19,fold1,val,11129.24038076052,589.1282926228362,5
gating,2012-10-22,fold1,val,11130.113597871565,587.7027994691736,5
gating,2012-10-23,fold1,val,11043.237384400312,729.7230143698085,5
gating,2012-10-24,fold1,val,11016.515944179988,737.7035106749398,5
gating,2012-10-25,fold1,val,11046.071165345496,734.3440740687081,5
gating,2012-10-26,fold1,val,11039.823994198825,733.9287614165817,5
gating,2012-10-31,fold1,val,11039.823994198825,733.9287614165817,5
gating,2012-11-01,fold1,val,11155.415728466116,741.6133131273127,5
gating,2012-11-02,fold1,val,11056.22490402723,735.019095777237,5
gating,2012-11-05,fold1,val,11078.87536850904,736.5249012458182,5
gating,2012-11-06,fold1,val,11165.56946714785,742.2883348358419,5
gating,2012-11-07,fold1,val,11013.757832554858,829.1112640062998,5
gating,2012-11-08,fold1,val,10876.714734569603,814.1924316788345,5
gating,2012-11-09,fold1,val,10886.170824747613,814.9002811760489,5
gating,2012-11-12,fold1,val,10894.838206069071,815.5490907151998,5
gating,2012-11-13,fold1,val,10857.016249957207,812.7178727262152,5
gating,2012-11-14,fold1,val,10710.459476348964,801.7471505187219,5
gating,2012-11-15,fold1,val,10692.337207149581,800.3905814822937,5
gating,2012-11-16,fold1,val,10745.129001634798,804.3423886753247,5
gating,2012-11-19,fold1,val,10962.601041227728,820.6215771122103,5
gating,2012-11-20,fold1,val,10967.328485166689,820.9754568608505,5
gating,2012-11-21,fold1,val,10987.814476335552,822.5089657715976,5
gating,2012-11-23,fold1,val,11137.52368076983,833.7156678114729,5
gating,2012-11-26,fold1,val,11121.50647575768,834.8639112210489,5
gating,2012-11-27,fold1,val,11057.987225599718,828.0162385306402,5
gating,2012-11-28,fold1,val,11086.00084519788,813.0814750989498,5
gating,2012-11-29,fold1,val,11130.956562769594,814.6839313854,5
gating,2012-11-30,fold1,val,11130.265945175892,808.2315960108426,5
gating,2012-12-03,fold1,val,11097.634713139047,852.6392574419958,5
gating,2012-12-04,fold1,val,11082.985751621523,853.7106105524098,5
gating,2012-12-05,fold1,val,11100.082126710888,849.7168475507285,5
gating,2012-12-06,fold1,val,11126.68058203557,828.4659951753582,5
gating,2012-12-07,fold1,val,11157.857312582544,825.4743012850618,5
gating,2012-12-10,fold1,val,11162.558135422776,825.8220749068969,5
gating,2012-12-11,fold1,val,11238.557959419099,831.4446509852272,5
gating,2012-12-12,fold1,val,11244.041854222798,831.8503573950313,5
gating,2012-12-13,fold1,val,11175.094460016537,826.7495301964565,5
gating,2012-12-14,fold1,val,11133.5689308882,823.6774119409156,5
gating,2012-12-17,fold1,val,11264.41368057009,833.3574943523188,5
gating,2012-12-18,fold1,val,11389.773339918565,842.6317819069135,5
gating,2012-12-19,fold1,val,11305.154942205245,836.3715913728848,5
gating,2012-12-20,fold1,val,11370.185781064454,841.1826661846004,5
gating,2012-12-21,fold1,val,11187.629589080581,827.6768970390141,5
gating,2012-12-24,fold1,val,11153.156489742307,825.1265276632276,5
gating,2012-12-26,fold1,val,11106.145870280558,821.6486145508773,5
gating,2012-12-27,fold1,val,11091.25913426668,820.5472724503999,5
gating,2012-12-28,fold1,val,10971.383369721902,811.6786913056106,5
gating,2012-12-31,fold1,val,11157.857312582544,825.4743012850641,5
gating,2013-01-30,fold1,test,10000.0,0.0,5
gating,2013-01-30,fold2,val,10000.0,0.0,5
gating,2013-01-31,fold1,test,9975.221282832272,22.030810804854283,5
gating,2013-01-31,fold2,val,10014.631195279546,0.0,5
gating,2013-02-01,fold1,test,10036.629961218805,69.88957125828983,5
gating,2013-02-01,fold2,val,9930.209469150712,41.59483056992672,5
gating,2013-02-04,fold1,test,9968.377835807527,30.545368045529,5
gating,2013-02-04,fold2,val,10039.80650344733,37.53788420271712,5
gating,2013-02-05,fold1,test,10028.551739940964,59.670655225483515,5
gating,2013-02-05,fold2,val,9975.054853721744,78.70609301138983,5
gating,2013-02-06,fold1,test,10032.964747242979,66.17675386610642,5
gating,2013-02-06,fold2,val,9963.771582552206,73.5681053098158,5
gating,2013-02-07,fold1,test,10024.937440607962,54.356280348339105,5
gating,2013-02-07,fold2,val,9972.31029700759,71.8558555260085,5
gating,2013-02-08,fold1,test,10058.623299060773,104.0680964397348,5
gating,2013-02-08,fold2,val,9914.834710729445,71.13058601602447,5
gating,2013-02-11,fold1,test,10057.415909668896,102.30250323636628,5
gating,2013-02-11,fold2,val,9914.417955607574,71.11864385195011,5
gating,2013-02-12,fold1,test,10067.476611860282,117.01925310022946,5
gating,2013-02-12,fold2,val,9896.107842956495,71.28243744783641,5
gating,2013-02-13,fold1,test,10072.713322750951,124.65891228841316,5
gating,2013-02-13,fold2,val,9887.359380491613,71.2848116080516,5
gating,2013-02-14,fold1,test,10078.356385664509,132.87992092444998,5
gating,2013-02-14,fold2,val,9876.288599475267,71.80919770734162,5
gating,2013-02-15,fold1,test,10071.096997943587,122.32001758992728,5
gating,2013-02-15,fold2,val,9883.660816297675,74.08010411424145,5
gating,2013-02-19,fold1,test,10117.040099435562,189.2800559294944,5
gating,2013-02-19,fold2,val,9820.429962068494,74.13301926899511,5
gating,2013-02-20,fold1,test,10039.69695525758,77.91546686031342,5
gating,2013-02-20,fold2,val,9914.54679155655,112.98406835978054,5
gating,2013-02-21,fold1,test,10002.739155926469,23.61144799693782,5
gating,2013-02-21,fold2,val,9958.760693120876,115.01085689415736,5
gating,2013-02-22,fold1,test,10061.556194924578,110.9061357941071,5
gating,2013-02-22,fold2,val,9968.220638952309,120.11620412906589,5
gating,2013-02-25,fold1,test,9945.181981246527,59.05729502277762,5
gating,2013-02-25,fold2,val,10073.750965195903,143.59509900726968,5
gating,2013-02-26,fold1,test,9985.741535384877,2.07912932389978,5
gating,2013-02-26,fold2,val,10090.995345911731,126.6019197517497,5
gating,2013-02-27,fold1,test,10061.242393143944,114.58550698343663,5
gating,2013-02-27,fold2,val,10109.238414600133,85.60764333335436,5
gating,2013-02-28,fold1,test,10049.158662818301,96.94929851287434,5
gating,2013-02-28,fold2,val,10097.165105894344,86.65334082756479,5
gating,2013-03-01,fold1,test,10069.272330927688,126.40009707378323,5
gating,2013-03-01,fold2,val,10091.203196896568,105.12445144306095,5
gating,2013-03-04,fold1,test,10101.925749146476,173.95512175224002,5
gating,2013-03-04,fold2,val,10095.89677539907,108.74360632602904,5
gating,2013-03-05,fold1,test,10137.066407838922,246.57230996345368,5
gating,2013-03-05,fold2,val,10074.259153285406,171.96562850481993,5
gating,2013-03-06,fold1,test,10138.694511182277,255.09811141376196,5
gating,2013-03-06,fold2,val,10062.05575680003,175.97964435077103,5
gating,2013-03-07,fold1,test,10147.98860743495,269.83647644461274,5
gating,2013-03-07,fold2,val,10051.247311038509,185.81439226839342,5
gating,2013-03-08,fold1,test,10163.952045794707,302.24830879129263,5
gating,2013-03-08,fold2,val,10025.893854753778,212.19680477598428,5
gating,2013-03-11,fold1,test,10185.848951909755,334.8581957238437,5
gating,2013-03-11,fold2,val,10003.48858220026,238.51253750563953,5
gating,2013-03-12,fold1,test,10174.166829847009,316.107342599382,5
gating,2013-03-12,fold2,val,10016.644535941927,222.69213387323148,5
gating,2013-03-13,fold1,test,10181.050689961838,327.73932759155105,5
gating,2013-03-13,fold2,val,10003.34243783142,223.84985248848884,5
gating,2013-03-14,fold1,test,10201.801307795422,370.5338796049722,5
gating,2013-03-14,fold2,val,9948.03362198158,219.12821804954325,5
gating,2013-03-15,fold1,test,10163.115480738601,320.05771154151984,5
gating,2013-03-15,fold2,val,10005.15842122785,220.3865225487985,5
gating,2013-03-18,fold1,test,10137.452804226548,273.8889054316692,5
gating,2013-03-18,fold2,val,10060.375274515503,221.60280016978354,5
gating,2013-03-19,fold1,test,10120.844969164837,253.28568137070667,5
gating,2013-03-19,fold2,val,10083.745870183458,222.11759104987797,5
gating,2013-03-20,fold1,test,10164.49081421785,314.0492947011252,5
gating,2013-03-20,fold2,val,10013.307580546978,220.5660264415337,5
gating,2013-03-21,fold1,test,10125.940974331961,244.73584699633759,5
gating,2013-03-21,fold2,val,10098.84754591536,222.45024003544017,5
gating,2013-03-22,fold1,test,10174.068399772108,314.39980995708675,5
gating,2013-03-22,fold2,val,10032.355185713202,246.60255651297206,5
gating,2013-03-25,fold1,test,10147.63861352178,277.6198639770187,5
gating,2013-03-25,fold2,val,10072.177444618279,243.83265806325383,5
gating,2013-03-26,fold1,test,10197.92941067087,348.1529097505053,5
gating,2013-03-26,fold2,val,10020.395770044932,275.2199550757371,5
gating,2013-03-27,fold1,test,10195.863551732258,347.2079090061802,5
gating,2013-03-27,fold2,val,10016.28398122597,270.3628443499807,5
gating,2013-03-28,fold1,test,10213.349225691321,373.4542642951592,5
gating,2013-03-28,fold2,val,9994.018252797552,279.62373549825764,5
gating,2013-04-01,fold1,test,10194.167151481666,341.2998661946969,5
gating,2013-04-01,fold2,val,10023.468575579074,272.78953060249074,5
gating,2013-04-02,fold1,test,10223.465474382381,383.92724187319413,5
gating,2013-04-02,fold2,val,10023.425372618038,277.93696641403085,5
gating,2013-04-03,fold1,test,10177.463693965965,305.8201987512358,5
gating,2013-04-03,fold2,val,10094.340666563057,271.1778795534055,5
gating,2013-04-04,fold1,test,10201.040922502052,340.07721609933316,5
gating,2013-04-04,fold2,val,10092.479166005205,273.73600079323415,5
gating,2013-04-05,fold1,test,10172.471801642329,300.4907684940325,5
gating,2013-04-05,fold2,val,10085.556078953741,234.30242153444283,5
gating,2013-04-08,fold1,test,10215.209088757172,360.1695042528888,5
gating,2013-04-08,fold2,val,10109.453811984315,270.13573379982245,5
gating,2013-04-09,fold1,test,10237.278158823048,390.7437280114939,5
gating,2013-04-09,fold2,val,10097.07995253462,301.6315799023118,5
gating,2013-04-10,fold1,test,10288.215946426799,484.7359788939131,5
gating,2013-04-10,fold2,val,10048.077552164432,407.8709204393567,5
gating,2013-04-11,fold1,test,10307.479522685946,512.9415873649347,5
gating,2013-04-11,fold2,val,10017.978071534673,415.1110386952986,5
gating,2013-04-12,fold1,test,10294.4700965548,492.4365151952101,5
gating,2013-04-12,fold2,val,10040.382390876703,411.9519587664801,5
gating,2013-04-15,fold1,test,10237.988570897647,379.6251237620696,5
gating,2013-04-15,fold2,val,10221.407510932273,325.755584855705,5
gating,2013-04-16,fold1,test,10298.52959087282,462.44662995143494,5
gating,2013-04-16,fold2,val,10096.361723850056,316.5704847152178,5
gating,2013-04-17,fold1,test,10258.189425266286,356.90469791827593,5
gating,2013-04-17,fold2,val,10183.429683782373,352.5164556004833,5
gating,2013-04-18,fold1,test,10214.000132585905,300.09305290667027,5
gating,2013-04-18,fold2,val,10217.734645742883,365.66379298969474,5
gating,2013-04-19,fold1,test,10249.153941256367,372.1244170855297,5
gating,2013-04-19,fold2,val,10211.796513636627,376.70232181045117,5
gating,2013-04-22,fold1,test,10275.515584831954,410.3121325838176,5
gating,2013-04-22,fold2,val,10218.892779852353,380.9132507403819,5
gating,2013-04-23,fold1,test,10318.686975428272,498.87393846587537,5
gating,2013-04-23,fold2,val,10260.17482721333,429.85750920093335,5
gating,2013-04-24,fold1,test,10317.334325872751,502.8851034735704,5
gating,2013-04-24,fold2,val,10259.479641584581,431.5929508624261,5
gating,2013-04-25,fold1,test,10331.305573056754,537.4310061629006,5
gating,2013-04-25,fold2,val,10274.825686199689,455.30078048092673,5
gating,2013-04-26,fold1,test,10326.53259340516,522.5861872210766,5
gating,2013-04-26,fold2,val,10267.169973439508,444.2902384068769,5
gating,2013-04-29,fold1,test,10352.451115406502,580.4478434834865,5
gating,2013-04-29,fold2,val,10296.106782869712,487.4961717082523,5
gating,2013-04-30,fold1,test,10349.180996720794,599.4549995453783,5
gating,2013-04-30,fold2,val,10306.541775033449,503.73478205269464,5
gating,2013-05-01,fold1,test,10305.073426602536,522.1283648150412,5
gating,2013-05-01,fold2,val,10268.01599850537,446.27544102547824,5
gating,2013-05-02,fold1,test,10304.156385860557,601.8676820579306,5
gating,2013-05-02,fold2,val,10308.156816007464,507.33871866641437,5
gating,2013-05-03,fold1,test,10346.044849262673,691.0842659674437,5
gating,2013-05-03,fold2,val,10352.756867380298,580.5334654149932,5
gating,2013-05-06,fold1,test,10343.157148566637,714.0352934310768,5
gating,2013-05-06,fold2,val,10349.489399606115,600.0172203729562,5
gating,2013-05-07,fold1,test,10354.30837102194,763.159259600805,5
gating,2013-05-07,fold2,val,10351.337067938166,640.295397295863,5
gating,2013-05-08,fold1,test,10354.70776831614,804.3979254408896,5
gating,2013-05-08,fold2,val,10329.442204791962,661.4182175271239,5
gating,2013-05-09,fold1,test,10356.87827424164,779.7058018404449,5
gating,2013-05-09,fold2,val,10336.49379336579,654.5164859069168,5
gating,2013-05-10,fold1,test,10351.833572912505,807.4909059382938,5
gating,2013-05-10,fold2,val,10314.681653960948,661.8157279284007,5
gating,2013-05-13,fold1,test,10350.627110318233,814.4017435265588,5
gating,2013-05-13,fold2,val,10309.874062870065,663.6578194728296,5
gating,2013-05-14,fold1,test,10373.337584466217,899.9927484523967,5
gating,2013-05-14,fold2,val,10280.35998084384,665.1952621229271,5
gating,2013-05-15,fold1,test,10391.321751548978,926.146320600339,5
gating,2013-05-15,fold2,val,10216.785825677518,660.5881260108144,5
gating,2013-05-16,fold1,test,10357.186820845542,887.6686840895147,5
gating,2013-05-16,fold2,val,10253.298435380484,667.5711248832077,5
gating,2013-05-17,fold1,test,10398.71230847788,938.872504676974,5
gating,2013-05-17,fold2,val,10152.086033970578,661.8831967791042,5
gating,2013-05-20,fold1,test,10396.081826175352,936.3132318596863,5
gating,2013-05-20,fold2,val,10150.586958664826,662.7721739202312,5
gating,2013-05-21,fold1,test,10400.475042085933,942.6706061120759,5
gating,2013-05-21,fold2,val,10134.00911944782,662.6481666045544,5
gating,2013-05-22,fold1,test,10380.484760975503,914.9614557001281,5
gating,2013-05-22,fold2,val,10209.179467677353,667.5634467123763,5
gating,2013-05-23,fold1,test,10365.090873755864,897.2828180322991,5
gating,2013-05-23,fold2,val,10238.71217871495,669.4945478780917,5
gating,2013-05-24,fold1,test,10357.147295152503,888.4084028983818,5
gating,2013-05-24,fold2,val,10243.289170110083,663.7651741076285,5
gating,2013-05-28,fold1,test,10397.539509730888,934.4697215430812,5
gating,2013-05-28,fold2,val,10189.743214479797,652.6080619661631,5
gating,2013-05-29,fold1,test,10353.33494466738,884.5207848741022,5
gating,2013-05-29,fold2,val,10237.446299616062,633.1936006251342,5
gating,2013-05-30,fold1,test,10378.216221343846,912.787338205342,5
gating,2013-05-30,fold2,val,10219.11743156426,621.0308116992899,5
gating,2013-05-31,fold1,test,10280.946840628667,804.7051402207384,5
gating,2013-05-31,fold2,val,10324.11095672083,587.8374635596499,5
gating,2013-06-03,fold1,test,10317.44511362597,845.4855856718035,5
gating,2013-06-03,fold2,val,10325.785810378027,602.5241496152138,5
gating,2013-06-04,fold1,test,10285.311044413855,809.8163789382872,5
gating,2013-06-04,fold2,val,10330.15478437272,573.3342658158161,5
gating,2013-06-05,fold1,test,10192.408663880628,710.2286067288562,5
gating,2013-06-05,fold2,val,10264.835552773093,546.8110207105415,5
gating,2013-06-06,fold1,test,10251.176202161885,773.7314696527854,5
gating,2013-06-06,fold2,val,10335.20134639722,556.5954485863174,5
gating,2013-06-07,fold1,test,10334.924286776522,867.5994410851404,5
gating,2013-06-07,fold2,val,10412.72088871553,591.4618256157303,5
gating,2013-06-10,fold1,test,10330.720947110307,866.3723920630517,5
gating,2013-06-10,fold2,val,10408.779190095796,596.0825375608422,5
gating,2013-06-11,fold1,test,10298.225874597047,764.4916177228622,5
