variant,fold,split,train_rows_mean,train_rows_std,train_rows_min,train_rows_max,eval_rows_mean,eval_rows_std,eval_rows_min,eval_rows_max,account_points_mean,account_points_std,account_points_min,account_points_max,total_return_mean,total_return_std,total_return_min,total_return_max,annualized_return_mean,annualized_return_std,annualized_return_min,annualized_return_max,annualized_volatility_mean,annualized_volatility_std,annualized_volatility_min,annualized_volatility_max,sharpe_ratio_mean,sharpe_ratio_std,sharpe_ratio_min,sharpe_ratio_max,sortino_ratio_mean,sortino_ratio_std,sortino_ratio_min,sortino_ratio_max,calmar_ratio_mean,calmar_ratio_std,calmar_ratio_min,calmar_ratio_max,max_drawdown_mean,max_drawdown_std,max_drawdown_min,max_drawdown_max,turnover_mean,turnover_std,turnover_min,turnover_max,annualized_turnover_mean,annualized_turnover_std,annualized_turnover_min,annualized_turnover_max,average_holding_time_days_mean,average_holding_time_days_std,average_holding_time_days_min,average_holding_time_days_max
gating,fold6,test,1239.0,0.0,1239,1239,232.0,0.0,232,232,232.0,0.0,232,232,-0.09231509630772684,0.09426296235459547,-0.1753643529976257,0.0608302688464468,-0.09989646298797045,0.10230274621702905,-0.1896930415324927,0.0665404928700812,0.15995353860313974,0.007487972001763405,0.1501995324322034,0.1692049404602252,-0.6118990065698896,0.6475889122906505,-1.1664993304092457,0.4430139814191237,-0.7729448759943677,0.8339071436027125,-1.4825780999773022,0.5875659472299088,-0.441371126380412,0.6395346495393479,-0.865091659828466,0.6473050794693099,-0.17926053007901277,0.04664001689518454,-0.2192750784004852,-0.102796185261877,67.7647187018155,39.99827718736422,11.0521080497145,113.92399189422753,73.92514767470782,43.634484204397324,12.056845145143091,124.28071843006636,11.517941795059917,14.294710831022233,2.9827586206896552,36.833333333333336
gating,fold6,val,1239.0,0.0,1239,1239,232.0,0.0,232,232,232.0,0.0,232,232,-0.028490640285223762,0.06126456686629538,-0.0933686377946918,0.0716747422484938,-0.030889338068949064,0.0668004014034895,-0.1014116056334796,0.0784400173629897,0.0648969768045112,0.0016319405444263529,0.0626534570152275,0.0665691376053965,-0.45793772355008044,1.0374926041758017,-1.5333238545531778,1.2519663095992513,-0.7054335587033298,1.386730476350637,-2.2239116509192884,1.5368690708002666,-0.03824170027874167,1.412713098097238,-1.0362618572293003,2.4553063937828306,-0.0739884824472266,0.02629741222198452,-0.0978629145963437,-0.0319471401050437,55.743917493674886,46.67543216962986,23.217441676965954,128.3386213089058,60.81154635673622,50.91865327595985,25.328118193053765,140.0057687006245,11.488141025641024,7.22211542728784,2.5625,18.33333333333333
gating,fold7,test,1240.0,0.0,1240,1240,233.0,0.0,233,233,233.0,0.0,233,233,-0.15173190318079707,0.08121514364532882,-0.2139936442448571,-0.0222076066186814,-0.16339937791453762,0.0872396450515621,-0.230141227673573,-0.0240988073719721,0.11366669386647402,0.004885809195107928,0.1050091219204891,0.1166635322319495,-1.4365606903242578,0.7466184095558057,-1.9788653798837084,-0.2065667557884244,-1.8896769451045194,1.0101810555167996,-2.6941562027128274,-0.2916140138975585,-0.7259905499659324,0.30512132102440304,-0.9229025803099024,-0.2001896930939897,-0.20713120456434883,0.0559474596838161,-0.2566151550475589,-0.1203798607186916,27.56707481844087,14.714167248723408,19.2883849538149,53.78841145678819,29.94354678554784,15.982629942578875,20.951176760178257,58.42534347892511,17.58943722943723,5.907547959522733,7.321428571428571,22.3
gating,fold7,val,1240.0,0.0,1240,1240,232.0,0.0,232,232,232.0,0.0,232,232,0.06983716750953303,0.05544287878197559,0.0089797723791145,0.1479074897565662,0.07653695895279027,0.060906332559252756,0.0098001029833918,0.1623929583882872,0.16361289709866692,0.01014473524651512,0.1462362851652582,0.1710378378008392,0.4538988927102999,0.3517155384031601,0.0670155356607765,0.9512907044869634,0.6691093610447539,0.5468197377957805,0.0911276817618859,1.489374624852596,0.8022028950136617,0.765663465422649,0.047895933704831,1.867673898430452,-0.1337965804601981,0.06414942308099583,-0.2046124216679246,-0.0869493108645778,31.674583796371486,42.79669335689261,4.901934596140836,107.726474617695,34.554091414223436,46.68730184388284,5.3475650139718205,117.5197904920309,31.687857142857144,24.42089316464866,3.125,70.0
gating,fold8,test,1239.0,0.0,1239,1239,93.0,0.0,93,93,93.0,0.0,93,93,0.002533674303421282,0.0638060916997968,-0.0723275788039645,0.0881932084444205,0.014755475773384884,0.17816665085295164,-0.185877642536463,0.2604991353825534,0.5083259960011745,0.0016781538711689297,0.5054995519561054,0.5094648499587674,0.028706142436288763,0.3499574756666751,-0.3648488066478122,0.5114310393562965,0.030424577727219116,0.47541399805293477,-0.5133454629856341,0.6839559270415111,0.05134466165881585,0.6199668887281591,-0.6467988435308613,0.9064594171037684,-0.28738091354919687,7.850462293418876e-17,-0.2873809135491969,-0.2873809135491968,8.224084176960455,3.5263120729734276,5.342433641127033,13.747117778994818,22.526839267326466,9.65902872162287,14.633622582217528,37.65514869898581,22.187142857142856,7.549342525171199,12.285714285714286,29.666666666666668
gating,fold8,val,1239.0,0.0,1239,1239,233.0,0.0,233,233,233.0,0.0,233,233,-0.0628705097830283,0.10199976123133517,-0.1802896486596531,0.0671930149976347,-0.06769022189099876,0.11026439173269373,-0.194218388762597,0.073192708137598,0.11675970983154578,0.0012999301430579038,0.1150636595448764,0.1186600404116768,-0.5746717629543282,0.9374080779690892,-1.636763211008352,0.6261396670248206,-0.9675494889428654,1.462342543181607,-2.826123185329162,0.7735693104530919,-0.31595614576396697,0.7257338832149169,-1.0612949939583498,0.7201592941694723,-0.15564705400463202,0.0339618275635474,-0.1844365150516796,-0.1016340533687174,16.917151674572295,13.952160877304417,1.1035113883938503,38.91734505251295,18.375526818931977,15.154933366727212,1.1986416804967686,42.27228859152269,66.18166666666666,93.21617915123724,10.65,232.0
no_gating,fold1,test,1241.0,0.0,1241,1241,233.0,0.0,233,233,233.0,0.0,233,233,-0.04161947524116424,0.028434744901562434,-0.0842480175649456,-0.0065503281963908,-0.045093617506434557,0.03075802262853959,-0.0911695780201468,-0.0071129987761505,0.09627824783602518,0.008007863274474513,0.0868776695527235,0.1050870669575421,-0.47244220092108813,0.3069193332231285,-0.902033628949533,-0.0676867190424527,-0.706136834347354,0.45137256116290253,-1.3278942915150131,-0.1052761341564749,-0.38445191599853723,0.22742842134627814,-0.7114240304342304,-0.0745210855228791,-0.11322137305262281,0.027534878264364526,-0.1499068575457612,-0.079337412077492,132.81112219240677,59.7961827451104,51.39636702435879,199.71313472666117,144.260356864166,64.95102608520612,55.82708831956214,216.92978427206296,3.2926744505494505,2.4865667835789047,1.32,7.461538461538462
no_gating,fold1,val,1241.0,0.0,1241,1241,231.0,0.0,231,231,231.0,0.0,231,231,0.0831207366176161,0.058239226723081024,0.0325445178943082,0.1822809548779391,0.09155492268042567,0.06446336193168997,0.0357124356083315,0.2013694560257435,0.12080236787907876,0.011644103147723775,0.1005259352651875,0.1289886739168115,0.7398470412121428,0.4872773801336925,0.3552559398141598,1.5753594547215826,1.1766214930805066,0.8043308262223554,0.5738933088913064,2.5667571700290743,1.0035366953147526,0.7216613375886641,0.365326546063475,2.2120828661351064,-0.09281936955431017,0.006084327707408781,-0.097754833294065,-0.0829669381418458,60.55649301940629,34.9839957477031,26.921584513183376,119.59573586219317,66.34885322126254,38.33029099313556,29.496692597053087,131.03532798814206,8.378695652173914,4.589915437566096,2.85,15.5
no_gating,fold2,test,1240.0,0.0,1240,1240,233.0,0.0,233,233,233.0,0.0,233,233,0.008117437425007538,0.10143061166029152,-0.1387935967134457,0.0899275386020528,0.00920999471593032,0.10997086916995319,-0.1498157647613348,0.0980485911542452,0.10049909247020519,0.006740433481768578,0.0926558652893612,0.111027796420196,0.14418678358481882,1.0649493982936655,-1.349353671708855,1.0582016675149777,0.19135904899591297,1.651515107839333,-2.187533260382814,1.5996189790430175,0.650690550375753,1.3189085689431737,-0.8586347592933417,1.990521595920572,-0.0867225014320997,0.0521621417388232,-0.1744813649107724,-0.0492577379492835,50.17258686575403,29.877377715735275,1.087921813781736,79.57798927527986,54.49780987142249,32.45301372571245,1.1817081770387825,86.43816076452813,51.35097285067874,100.99013812092649,4.825,232.0
no_gating,fold2,val,1240.0,0.0,1240,1240,233.0,0.0,233,233,233.0,0.0,233,233,-0.05607050758604104,0.09167884834174034,-0.1977141124469115,0.0252596442558783,-0.0604152773564194,0.09879466081393469,-0.21280619785658,0.0274668457020648,0.10395953683295303,0.005093189969432002,0.0995913626296093,0.1118119122928168,-0.5512353532851338,0.9013581354376934,-1.903251572151596,0.2757954603374277,-0.9786438070021586,1.5701669131630271,-3.3550366226616126,0.4407330665744385,-0.2895795037482911,0.6130920555646724,-1.0546903338961058,0.4565132536544378,-0.11930518966689554,0.0546886559272973,-0.2017712602622021,-0.0601665898682891,51.25946762453964,35.76388741460457,1.1097253613692588,99.1459009389195,55.67838724734479,38.8469811572429,1.205391340797643,107.69296136468844,51.853800865800864,100.73062171250548,3.66,232.0
no_gating,fold3,test,1239.0,0.0,1239,1239,233.0,0.0,233,233,233.0,0.0,233,233,0.0572614740446357,0.047367160416889056,0.0211387728169403,0.1341023938727825,0.06242771322080828,0.05177929763712944,0.0229818685377902,0.1464725727590763,0.1537336585700028,0.000783328253859902,0.1526032658979088,0.1544223971610463,0.4074349220061301,0.3400563406168701,0.1488247104066296,0.959825937520014,0.5488941364931367,0.45450190514004857,0.202963885773078,1.2852549044239785,0.508132632238637,0.4214594680212083,0.1870617511258966,1.1922188096748467,-0.1228571228456157,1.7526717494435863e-16,-0.122857122845616,-0.1228571228456156,4.164917076196803,3.344556589099477,0.9669736957025212,8.960780919334502,4.5239616517310095,3.6328804329873634,1.0503334970561868,9.733262033070234,132.2133333333333,91.9364200593722,45.4,232.0
no_gating,fold3,val,1239.0,0.0,1239,1239,233.0,0.0,233,233,233.0,0.0,233,233,0.1727843192332656,0.04414488812345364,0.1338537784218565,0.2381499296148193,0.1890719473750412,0.04865819534776676,0.1461995819850545,0.2611621556590018,0.10768981056745067,0.0012986835323073789,0.1061710103484195,0.1095097843713962,1.756951195295,0.4565646517193802,1.335036707671955,2.423987995318281,2.4229639431574617,0.7910053365686611,1.7297818451117597,3.591071352224483,3.1517573745923846,1.322538342231299,1.897491634491093,4.952261360689389,-0.06366732359864542,0.012461289059360994,-0.0770488677407346,-0.0527359395309956,14.145035461507002,5.880205230339886,7.17251159399972,23.513398784594727,15.364435070257608,6.387119474334704,7.790831558999696,25.540415921197724,32.25476190476191,11.84109044397915,17.666666666666668,50.75
no_gating,fold4,test,1239.0,0.0,1239,1239,233.0,0.0,233,233,233.0,0.0,233,233,0.18841141196349215,0.03976553587049795,0.153941256857939,0.2525194191633746,0.2062783760799176,0.04388946344636044,0.1682730673061694,0.2770684137243073,0.10866655230413869,0.0062270647741951195,0.1020650671816856,0.1180433567586693,1.9040929153206345,0.419724802350885,1.4719274304183934,2.543247298904001,2.7608212475514575,0.6817141928053643,1.966830687499617,3.5833092274086265,3.2074085794202176,0.4872283076229517,2.803468893049205,4.054908771568819,-0.06400317528760706,0.006012043552826915,-0.0714809267881004,-0.0566633288540601,35.045028415083166,32.408965003631515,2.8674686536105134,69.18956012223715,38.06615155431447,35.20284129704803,3.114664227197627,75.15417737415416,42.19419934640523,48.74891392502729,5.388888888888889,111.0
no_gating,fold4,val,1239.0,0.0,1239,1239,233.0,0.0,233,233,233.0,0.0,233,233,0.16659051315262668,0.1403609938561125,0.0464454117523127,0.4076257907701548,0.18280848558674587,0.15530154302240104,0.0505489260511771,0.4497323747510171,0.14120688244415355,0.008652288165690148,0.1306218364354997,0.1526685683360145,1.3113096242357205,1.112243822255179,0.3311023781917042,3.208925111780539,2.125229569079468,2.1488522617213923,0.4520976488368404,5.865507626719554,2.5886236736157713,2.1763864262970603,0.4244154570165211,6.243597160576314,-0.07816221702726267,0.02532089806469736,-0.1191024624939836,-0.0520378944433127,27.76279434787303,25.927890987413154,4.849807567638811,66.02756538688537,30.15613868820691,28.163054003569453,5.267894426918019,71.7195968857548,35.90924369747899,34.87922649995722,5.617647058823529,76.66666666666667
no_gating,fold5,test,1239.0,0.0,1239,1239,232.0,0.0,232,232,232.0,0.0,232,232,-0.08543241617668927,0.028973705784741895,-0.1283270332240028,-0.0576293855481991,-0.09279103720368491,0.03133251143212283,-0.1391426826550962,-0.0627007778420626,0.0603847969154227,0.004091978361698847,0.0545049815699087,0.0645235796207755,-1.540933472096174,0.5300441874732809,-2.360089837464468,-0.971749834875466,-2.219620494231198,0.8368256671886972,-3.4938125994000817,-1.4078746274615506,-0.9228663594570218,0.1511604438924565,-1.0365326067068314,-0.7067381450137494,-0.09902082478653614,0.022198701772913883,-0.136701524106804,-0.079051010487813,63.26400056070695,58.52789212564996,13.157266484161816,162.4175370982488,69.01527333895302,63.848609591618136,14.353381619085615,177.18276774354413,10.652026309415119,7.983299112474699,1.829268292682927,23.0
no_gating,fold5,val,1239.0,0.0,1239,1239,233.0,0.0,233,233,233.0,0.0,233,233,0.05196944800549854,0.07682890691103211,-0.0010971127893788,0.1822978336044496,0.056780565279502294,0.0840820916821411,-0.0011916351049674,0.1994895082473999,0.10517659162045608,0.0030027179078955073,0.1003987107122604,0.1077764671749767,0.5380863498753565,0.7861458214275456,-0.0114416229924072,1.8616643147223528,0.712612924816549,0.9827367869842778,-0.0171902130102539,2.3045158132818964,1.0183864660986177,1.5886352578733565,-0.0146376510594369,3.751508903028533,-0.07278677779494905,0.02295392862871881,-0.1091420063092428,-0.0531758056301973,58.78830104392166,22.344308051561942,26.1679847369558,89.16444596275399,63.85625803046664,24.270541504282797,28.423845490141648,96.85103613195692,7.563779888385005,3.70779079986154,4.155555555555556,13.923076923076923
no_gating,fold6,test,1239.0,0.0,1239,1239,232.0,0.0,232,232,232.0,0.0,232,232,-0.05132429633295038,0.11641517149566215,-0.1976628252842567,0.0864244661563247,-0.0552925351484657,0.12638129253035077,-0.2135663480614283,0.0946422900462071,0.15815129125064584,0.010552688417569797,0.147238629155219,0.1757827809250315,-0.37496921406624484,0.7921255602992394,-1.3659373957032444,0.5384047831543326,-0.4436452782692501,1.0630626746520004,-1.7595288454051752,0.8541241453993563,-0.20308406703985718,0.7395923009774872,-0.9197595214504856,0.6966285533867985,-0.16104326277772749,0.054050346794616004,-0.2321980290289667,-0.1042474550856292,53.93272238061244,39.26625396026471,7.01093481113902,94.82300924861288,58.83569714248629,42.83591341119786,7.648292521242566,103.4432828166686,18.60768410852713,22.782726209599513,3.8333333333333335,57.0
no_gating,fold6,val,1239.0,0.0,1239,1239,232.0,0.0,232,232,232.0,0.0,232,232,-0.032391834140908876,0.11445025799923322,-0.1519131091493741,0.1265907234252417,-0.03475344274470834,0.1246694281548297,-0.1645221748898163,0.1388648429536758,0.06414581309376688,0.003511082645072626,0.0594122233858463,0.0678240819359135,-0.5596303136615759,1.8881905560857182,-2.425719157470823,2.062637979567255,-0.8708668111466629,2.66006698951891,-3.540930088674616,2.7358394791930736,0.4549642785711109,2.2262912013611618,-1.0538377709861404,4.143626705594329,-0.0866300457933789,0.05330489443658594,-0.1561171742173018,-0.0335128747882124,53.40610532151815,44.37633479312585,1.0835930114750685,114.11661001253805,58.26120580529251,48.41054704704637,1.1821014670637109,124.49084728640511,52.571768551814316,99.85992597338556,3.0526315789473686,231.0
no_gating,fold7,test,1240.0,0.0,1240,1240,233.0,0.0,233,233,233.0,0.0,233,233,-0.10149476838459962,0.1269814903142669,-0.2416319981372517,0.0425758254049772,-0.10907438993105159,0.13651146094097252,-0.2595004005067364,0.0463299457526877,0.1154395236126458,0.0015476454570652804,0.1129262710258805,0.1169334028384951,-0.9480337329022734,1.1869166284870725,-2.2192153328946604,0.401686563084033,-1.2564094290497712,1.577861811654609,-3.037226742326327,0.5012769052278875,-0.4288459640110215,0.5755648888724816,-0.9410327335952244,0.4438115549275714,-0.17681680489263865,0.08922291974956387,-0.2757612899556774,-0.104391030919077,22.339304230563812,10.896874939528544,14.774707374634708,41.58101213179724,24.265106319405522,11.836260710177555,16.04838904486184,45.16558214315907,21.20531746031746,6.854602678847087,9.857142857142858,28.125
no_gating,fold7,val,1240.0,0.0,1240,1240,232.0,0.0,232,232,232.0,0.0,232,232,0.04149503857961554,0.13166041059479475,-0.0540291550817495,0.2549764945094577,0.04599517646535507,0.14481757300052517,-0.0587937121938088,0.2811573238134797,0.16855543592413863,0.005435954338385424,0.1601882145154116,0.1733526770360363,0.2876996694113672,0.8936245952115535,-0.3482981037765882,1.755168597540174,0.5402041270983726,1.437613267445416,-0.445649138324738,2.934028814296594,0.7113559279380092,1.5795173213714033,-0.2913683335885542,3.4072057414089065,-0.15876117255356503,0.059491359024100667,-0.2017848386943529,-0.0825184462436421,11.798618332871564,13.823059299777672,0.9650190609593954,35.0919951668604,12.871219999496251,15.079701054302914,1.0527480665011586,38.28217654566589,86.86092436974789,85.87553021173288,12.411764705882351,227.0
no_gating,fold8,test,1239.0,0.0,1239,1239,93.0,0.0,93,93,93.0,0.0,93,93,0.0803686915039813,0.08272398162828325,-0.0226261329319964,0.2032719158340166,0.2497178256878651,0.265983191224578,-0.0607633667680571,0.6600718180822003,0.4874741211078401,0.01553439124126238,0.4724015912873098,0.5091399894023132,0.5156681505622088,0.5421196103608039,-0.119345107500568,1.354295842891769,0.7579370020198427,0.851810849580017,-0.166328082084328,2.121099459795427,1.3441749273513959,1.5225099625629899,-0.2114384216321834,3.797243118231648,-0.22084137431348996,0.043951370911393006,-0.2873809135491969,-0.1738292222884037,5.25532569789587,0.07539292655619254,5.166901930157932,5.325240605261939,14.395022563801735,0.20651105969739691,14.1528183304326,14.58652861441314,28.866666666666667,1.2605113600792714,27.33333333333333,30.0
no_gating,fold8,val,1239.0,0.0,1239,1239,233.0,0.0,233,233,233.0,0.0,233,233,-0.14134216031132613,0.04920005053259455,-0.1802896486596531,-0.0604090235298691,-0.15244558956949436,0.05285738038752447,-0.194218388762597,-0.0654426047643168,0.11609658164566299,0.0023190601982365695,0.1135484319011227,0.1186600404116768,-1.3080626083446285,0.4389876470196585,-1.636763211008352,-0.5729078861513597,-2.1600361221744544,0.7892897206401671,-2.826123185329162,-0.8631618892468501,-0.9448928385922926,0.21189215446247409,-1.0612949939583498,-0.5716735403706291,-0.15730407601932972,0.03156874133463938,-0.1830013237301853,-0.1144754831960368,7.953302586919321,7.184924445166868,1.0938602254890055,17.06130712440814,8.638932120274436,7.804314483543322,1.188158520789782,18.532109462719184,114.47460317460317,107.420325082671,24.444444444444443,232.0
