epoch,train_total_loss,train_dir_loss,train_reg_loss,train_ret_loss,train_dir_acc,train_reg_acc,train_num_samples,val_total_loss,val_dir_loss,val_reg_loss,val_ret_loss,val_dir_acc,val_reg_acc,val_num_samples
1,2.6834439919589506,1.077934099263583,2.422950811786359,0.6793151356887202,0.30024213075060535,0.17271993543179984,1239,2.145345506996944,1.0076809546043133,1.870849638149656,0.14513827295138917,0.21120689655172414,0.004310344827586207,232
2,2.4221550860262573,0.9383016189709126,2.282244273402019,0.6600586164853955,0.3171912832929782,0.22033898305084745,1239,1.2818463465263104,0.5337147794920822,1.36167337976653,0.14554426074028015,0.44396551724137934,0.2543103448275862,232
3,2.0894593762427784,0.7741093405126275,2.043083385366697,0.6307406311943418,0.3527037933817595,0.2655367231638418,1239,1.1401781645314446,0.5451803443760708,0.8899814548163578,0.11082629730989194,0.5517241379310345,0.7672413793103449,232
4,1.8919154019775268,0.688731319390544,1.8548308735032346,0.6047382916145694,0.3744955609362389,0.32041969330104925,1239,0.990241761865287,0.47496571211979305,0.7617146290581802,0.09855757782171512,0.5517241379310345,0.8146551724137931,232
5,1.7724906518826857,0.6546701956314844,1.6728520146101304,0.5772594725344814,0.321226795803067,0.3171912832929782,1239,0.9717429958540817,0.4444794397929619,0.8574760268474447,0.09556202718923831,0.5517241379310345,0.8017241379310345,232
6,1.5023064430535464,0.5404916093703525,1.4699471857973025,0.5011697019464648,0.384180790960452,0.36642453591606133,1239,0.9529158801868044,0.43614018888309086,0.849370251441824,0.08778899997986596,0.5517241379310345,0.7931034482758621,232
7,1.3984999632623718,0.5217314053919163,1.279659873829242,0.46400976820854145,0.3672316384180791,0.4148506860371267,1239,0.9572672679506499,0.4424382181003176,0.831598713480193,0.08826058897478826,0.5560344827586207,0.7801724137931034,232
8,1.3285325362472595,0.49402345785505836,1.2004735443840304,0.4547105279057328,0.387409200968523,0.4552058111380145,1239,0.9525230403604179,0.44681044282584353,0.7955203076888775,0.08730254797586079,0.5646551724137931,0.8103448275862069,232
9,1.2832459924296087,0.493612160790438,1.0988467839381886,0.42634741486898825,0.3833736884584342,0.48991121872477805,1239,0.9511372940293674,0.4560273269127155,0.7396443095700495,0.09040602142440862,0.5517241379310345,0.8232758620689655,232
10,1.2325430196364913,0.48167961446194035,1.0335693485415491,0.39990557195006887,0.38579499596448746,0.5173527037933817,1239,0.9436120000378839,0.4567004822451493,0.7116152705817387,0.09015336401503661,0.5517241379310345,0.7974137931034483,232
11,1.2218863868828835,0.4821311055747995,0.97081259015686,0.41489188956386913,0.4003228410008071,0.5649717514124294,1239,0.939113150382864,0.4592246341294256,0.6878390353301476,0.08784896212405172,0.5517241379310345,0.7974137931034483,232
12,1.167015225392758,0.4742484275038152,0.8926049459836866,0.37572218459685836,0.4116222760290557,0.5649717514124294,1239,0.9123707208140143,0.4552357032381255,0.6116731803992699,0.09203038082040589,0.5517241379310345,0.8405172413793104,232
13,1.1579858250344732,0.4699218240931113,0.8611020107149981,0.3895449721591909,0.40839386602098465,0.5916061339790153,1239,0.8931405873134218,0.45296275307392253,0.5656336772030798,0.0880126786129228,0.5517241379310345,0.8318965517241379,232
14,1.137130833999874,0.47241472488357905,0.7968629357601194,0.37889969700088993,0.4269572235673931,0.6384180790960452,1239,0.8751394193747948,0.4500673896279828,0.5165956472528392,0.09011919513858598,0.5517241379310345,0.8448275862068966,232
15,1.1301057037564417,0.4735381778831728,0.755026054728695,0.38658123234282393,0.4019370460048426,0.655367231638418,1239,0.8738552249711136,0.45238434343502437,0.5011627674102783,0.08985971428197005,0.5517241379310345,0.8405172413793104,232
16,1.0889910218021002,0.4616278247596565,0.6944325440732387,0.3764390063151128,0.42292171105730425,0.6795803066989508,1239,0.8523355948513952,0.45067208285989435,0.44160730314665825,0.08769057305722401,0.5517241379310345,0.8620689655172413,232
17,1.076491080819839,0.46731487217211165,0.6392271873256292,0.3675012135813561,0.43099273607748184,0.7134786117836965,1239,0.8467085916420509,0.4500563134407175,0.422296738830106,0.08987017412637842,0.5517241379310345,0.8577586206896551,232
18,1.0543959447700617,0.46218688421618853,0.5861614704420722,0.3705343692364281,0.4390637610976594,0.7457627118644068,1239,0.8386144925808084,0.4505478462268566,0.39165790533197337,0.0905906699340919,0.5517241379310345,0.875,232
19,1.0641172235294925,0.4686266877075854,0.5809767584438955,0.37376829137525025,0.43987086359967714,0.741727199354318,1239,0.8391097742935707,0.4550843567683779,0.37054792252080193,0.09063772497505977,0.5517241379310345,0.875,232
20,1.0416361374947407,0.46440141633020665,0.5496119428681596,0.36030088962808166,0.4180790960451977,0.7723970944309927,1239,0.835782410769627,0.4548379398625472,0.3631003889544257,0.08919075311257921,0.5517241379310345,0.8793103448275862,232
21,1.0284589727238553,0.4590806151898856,0.5186988516523532,0.3684567716558967,0.41969330104923325,0.7901533494753834,1239,0.829527526066221,0.45474309243004896,0.3409037631133507,0.0902835179505677,0.5517241379310345,0.8793103448275862,232
22,1.0357032266713806,0.4661783989732356,0.5030610102910588,0.3710346562040728,0.4293785310734463,0.8030669895076675,1239,0.8218858200928261,0.45390129294888726,0.3236867667272173,0.08785569256749647,0.5517241379310345,0.8836206896551724,232
23,1.0239749756236534,0.4623514219481104,0.4788681959990439,0.37357477351866775,0.44148506860371267,0.814366424535916,1239,0.8184091140483988,0.45422735913046475,0.30365329004567243,0.09194411337375641,0.5517241379310345,0.8836206896551724,232
24,1.0099795282704875,0.45878030738588105,0.46674419935909944,0.3635716262221625,0.43099273607748184,0.8030669895076675,1239,0.8139741708492411,0.4535397681696662,0.2927547138312767,0.09167622158239627,0.5517241379310345,0.8836206896551724,232
25,0.9988462439557061,0.45754384828537487,0.4369557846977982,0.3628874551489817,0.44552058111380144,0.8288942695722357,1239,0.8133148119367403,0.4538481656847329,0.28190327127432,0.09594319246966264,0.5517241379310345,0.8836206896551724,232
26,1.0008469830606135,0.457827801229109,0.43634232900333175,0.3664051289997147,0.4552058111380145,0.8361581920903954,1239,0.8099495336927217,0.4549893572412688,0.27851547750419586,0.08782169376981669,0.5517241379310345,0.8836206896551724,232
27,1.0062154151433125,0.4641520277784177,0.4232230681002958,0.3660409054609919,0.43099273607748184,0.8264729620661824,1239,0.8074081786747637,0.4547045837188589,0.2713822378166791,0.08787322147139187,0.5517241379310345,0.8836206896551724,232
28,0.9914553321783729,0.4608447611620582,0.405641038587153,0.3569917326929879,0.4374495560936239,0.831315577078289,1239,0.8014686395382059,0.45207701572056475,0.2658178973300704,0.08721546648905196,0.5517241379310345,0.8836206896551724,232
29,0.9907586875704626,0.45999404605210453,0.3955878212242188,0.3641825076839056,0.44148506860371267,0.8329297820823245,1239,0.79885759435851,0.4502715375916711,0.2624951521384305,0.0894034178606395,0.5517241379310345,0.8836206896551724,232
30,0.9910427170284724,0.4646308567371938,0.39223508468263085,0.35285179479358847,0.43341404358353514,0.8498789346246973,1239,0.7980947638380116,0.45168703897246,0.2570779127036703,0.08688164630840564,0.5517241379310345,0.8836206896551724,232
31,0.9871238051546111,0.45841686676547255,0.403477902899258,0.35691025165226115,0.4358353510895884,0.8288942695722357,1239,0.8013587799565546,0.4536332631933278,0.2551373830386277,0.08873535692691803,0.5517241379310345,0.8836206896551724,232
32,0.9821497067219793,0.4551306504506657,0.4024616020210719,0.35743045715481353,0.4430992736077482,0.8385794995964487,1239,0.8000485280464436,0.45253998966052617,0.25499640636402987,0.08947925192528758,0.5517241379310345,0.8836206896551724,232
33,0.981266627444482,0.45731607221421744,0.38977444044421816,0.3567203424985222,0.4358353510895884,0.8353510895883777,1239,0.7983263689896156,0.45237724842696353,0.25187362229515764,0.08839686728757003,0.5517241379310345,0.8836206896551724,232
34,0.9751563813534353,0.4548864727832311,0.3733903481125158,0.3616191474081914,0.45278450363196127,0.8385794995964487,1239,0.7931708241331166,0.4508071819256092,0.24220064128267355,0.0885996990676584,0.5517241379310345,0.8836206896551724,232
35,0.9736075500887762,0.45652479135383994,0.3681614210617167,0.3567438588400249,0.44552058111380144,0.8482647296206618,1239,0.796298203797176,0.45182274230595293,0.24322287352948352,0.09119447757457864,0.5517241379310345,0.8836206896551724,232
36,0.9794604946664498,0.4589433111521003,0.3711154096736554,0.35942178719268875,0.44713478611783697,0.8458434221146085,1239,0.7956766773914469,0.452809424235903,0.23926449836841945,0.08936637614307733,0.5517241379310345,0.8836206896551724,232
37,0.9696927261121625,0.4557669010010335,0.3534365667990853,0.3600228175556977,0.44148506860371267,0.8555286521388217,1239,0.7949431641348477,0.45395516116043616,0.23284166306257248,0.08831585712473967,0.5517241379310345,0.8922413793103449,232
38,0.9730628710585895,0.4608693885360638,0.3557584630423154,0.35006249800047823,0.43260694108151737,0.8595641646489104,1239,0.7947353885091585,0.4512590067139987,0.24417208713190308,0.08919057429864488,0.5517241379310345,0.8836206896551724,232
39,0.9691942778203254,0.4562296170299336,0.36002636499420304,0.35368386598918783,0.4447134786117837,0.8571428571428571,1239,0.7887935083487938,0.449942022562027,0.23375495356218567,0.0875079973504461,0.5517241379310345,0.8836206896551724,232
40,0.961074070453259,0.4575678009097859,0.33934763713745075,0.34583615224817477,0.4358353510895884,0.8716707021791767,1239,0.7895999797459307,0.4500777454211794,0.23277461939844593,0.08930198976705814,0.5517241379310345,0.8836206896551724,232
41,0.9614692092230476,0.45295898386602734,0.34977352643224674,0.35419734756825333,0.4519774011299435,0.8603712671509282,1239,0.7865498250928419,0.44888549734806193,0.23077252520055608,0.08797963040656057,0.5517241379310345,0.8836206896551724,232
42,0.9681647855298379,0.45934940370655136,0.3476307463318807,0.3497028898769468,0.44552058111380144,0.8563357546408394,1239,0.7871470101948442,0.4497391992601855,0.22488781411586137,0.0901437609873969,0.5517241379310345,0.8879310344827587,232
43,0.9586211972125025,0.4528933109729111,0.3390763749318127,0.35511661412929507,0.45036319612590797,0.8668280871670703,1239,0.7861533534937891,0.4501721900084923,0.22341709250006184,0.08773988266957217,0.5517241379310345,0.8836206896551724,232
44,0.958655684681262,0.4552516539169955,0.3279195852920449,0.35480462179441813,0.42857142857142855,0.870863599677159,1239,0.7857226051133255,0.45007358748337317,0.2213456129719471,0.08841710537672043,0.5517241379310345,0.8836206896551724,232
45,0.9592678049478539,0.4547806118312048,0.3386409649019572,0.35100919340193704,0.4406779661016949,0.847457627118644,1239,0.786949098110199,0.449792494033945,0.2260821344780511,0.0888714625917632,0.5517241379310345,0.8879310344827587,232
46,0.9498286459886615,0.45058189783488867,0.33510202602381856,0.34685038377721045,0.4447134786117837,0.8619854721549637,1239,0.7836510867908083,0.4499559597722415,0.21575148789019422,0.0879834255781667,0.5517241379310345,0.8922413793103449,232
47,0.9469458073545984,0.45268641557781997,0.3184086978194981,0.3447871536762124,0.43987086359967714,0.870863599677159,1239,0.7837140971216662,0.44919249415397644,0.217461536092491,0.08937377585419293,0.5517241379310345,0.8879310344827587,232
48,0.9536014843410403,0.4556935022106278,0.3158264905094042,0.3506265723291571,0.44552058111380144,0.8700564971751412,1239,0.7835254998042666,0.4500970511600889,0.21495512115030452,0.08778678176218066,0.5517241379310345,0.8879310344827587,232
49,0.9482865736213204,0.4508563375598101,0.3274579094098979,0.34752937061734696,0.4261501210653753,0.8692493946731235,1239,0.7824495722507608,0.45021290614687165,0.21014677579032964,0.08817238579022474,0.5517241379310345,0.896551724137931,232
50,0.9534719361231344,0.4545739772244747,0.3186379296102285,0.35203915053889867,0.44552058111380144,0.8757062146892656,1239,0.780809248315877,0.449324664370767,0.20871111891906838,0.08841787458493791,0.5517241379310345,0.896551724137931,232
51,0.9496883220303145,0.45496289216769714,0.3100211332410069,0.34847529188002957,0.4269572235673931,0.8829701372074253,1239,0.7802404021394664,0.4489386996318554,0.20772106547293992,0.08903205471819844,0.5517241379310345,0.896551724137931,232
52,0.9427199105373595,0.4496381128863811,0.3040778580526848,0.3540787540370173,0.4463276836158192,0.8797417271993543,1239,0.7798595675106706,0.4487203441817185,0.20809370022395562,0.08870192051961504,0.5517241379310345,0.8879310344827587,232
53,0.9465327354762899,0.4523160078046397,0.30697558164788985,0.35193209110776486,0.44713478611783697,0.8773204196933011,1239,0.7787039321044396,0.4477805145855608,0.20989605238468484,0.08812868415281691,0.5517241379310345,0.8879310344827587,232
54,0.9436115140006656,0.45187448014454845,0.3080158024376876,0.3467900882188691,0.44229217110573044,0.8660209846650525,1239,0.7776818542644895,0.44794685162346937,0.20382052390226002,0.08923083004252665,0.5517241379310345,0.8922413793103449,232
55,0.9430535358705282,0.4480901064172303,0.3105728666420614,0.35549304279543104,0.4632768361581921,0.8732849071832123,1239,0.7804641456439577,0.44946974618681546,0.2052995254253519,0.08933935340108543,0.5517241379310345,0.8922413793103449,232
56,0.9334729787704923,0.4463738836378124,0.3041075038226792,0.3453597937792516,0.46731234866828086,0.8765133171912833,1239,0.7782657763053631,0.44945325830887106,0.20011885399962293,0.08810045788514204,0.5517241379310345,0.9008620689655172,232
57,0.9420717201279093,0.4502307915514376,0.3046722706765105,0.3506477141062804,0.4689265536723164,0.8837772397094431,1239,0.7796740346941454,0.4497827836151781,0.20121869650380364,0.08926846780653658,0.5517241379310345,0.896551724137931,232
58,0.9416124114497618,0.45334045036941695,0.2911394115798987,0.34851981967663553,0.44794188861985473,0.8813559322033898,1239,0.7803201141028568,0.4488642965925151,0.20943049662585916,0.08838899613454423,0.5517241379310345,0.8922413793103449,232
59,0.9355684395660019,0.44918007894905465,0.2934440358980131,0.3475302212463453,0.4463276836158192,0.8821630347054076,1239,0.777176608299387,0.44861333945701865,0.20037173672482886,0.08829013425214537,0.5517241379310345,0.8922413793103449,232
60,0.9360051089664734,0.4509295330738425,0.28938463473387355,0.3455908397592971,0.45117029862792574,0.8910411622276029,1239,0.7788072557284914,0.4494159982122224,0.20043287509731178,0.08910679997041307,0.5517241379310345,0.8922413793103449,232
61,0.9308724114739,0.44744029306807376,0.2899447385344994,0.3454570794798271,0.44794188861985473,0.8789346246973365,1239,0.7760982369554454,0.44901555262762927,0.19323724289906435,0.08920749122726507,0.5517241379310345,0.9094827586206896,232
62,0.9435386237259158,0.45149217253735796,0.2982120047758624,0.3536735176318494,0.4552058111380145,0.880548829701372,1239,0.7757874295629305,0.4492419618984749,0.19185294968814687,0.08873726735854971,0.5517241379310345,0.9094827586206896,232
63,0.9444568921136125,0.45584857475863433,0.2901388529907608,0.3472847587957413,0.4406779661016949,0.8821630347054076,1239,0.7746359808691616,0.44831535631212693,0.19368392492419687,0.08811560183249671,0.5517241379310345,0.9051724137931034,232
64,0.934942995857288,0.45176732838394373,0.28785169021173096,0.3418729925848381,0.45843422114608556,0.8781275221953188,1239,0.7740535140037537,0.4484463919853342,0.19014747138937999,0.08867936080385899,0.5517241379310345,0.9094827586206896,232
65,0.9341688092626613,0.44963935534736627,0.2790491087144185,0.351990087822236,0.4519774011299435,0.8861985472154964,1239,0.7742501538375328,0.44854970533272315,0.19070927047267042,0.0884256037915575,0.5517241379310345,0.9094827586206896,232
66,0.9242519350952444,0.445489303756857,0.28206452207761584,0.34279722202632384,0.4665052461662631,0.8942695722356739,1239,0.7739367855006251,0.4486404811513835,0.18879528883202323,0.08867498178934229,0.5517241379310345,0.9094827586206896,232
67,0.9364943063191775,0.4500492718596916,0.28714605109936003,0.3505531831000292,0.43987086359967714,0.8894269572235673,1239,0.7750521651629744,0.4480104960244277,0.19577758438114462,0.08860626341453914,0.5517241379310345,0.8922413793103449,232
68,0.9386753625115433,0.4530681429898383,0.28367230216758305,0.3479429062476939,0.44713478611783697,0.8894269572235673,1239,0.7724786626881567,0.4480653877916007,0.18672333625626975,0.08872715229618139,0.5517241379310345,0.9094827586206896,232
69,0.9384939776398271,0.4538181876347275,0.2817348973754917,0.34649242577387307,0.44713478611783697,0.8853914447134786,1239,0.7720281132336321,0.44825293586171905,0.1839514253339891,0.08892651339029443,0.5517241379310345,0.9137931034482759,232
70,0.9371268527463523,0.45427702664366837,0.2759832598635802,0.34583268008518836,0.4390637610976594,0.8894269572235673,1239,0.7732938075887745,0.4482658412949792,0.18860177785671992,0.08862896212216081,0.5517241379310345,0.9094827586206896,232
71,0.9340670738035484,0.4531735094734697,0.26651309162402365,0.3487057565584406,0.4600484261501211,0.8878127522195319,1239,0.7736768784194157,0.4480246593212259,0.19139738136838222,0.08844139671017384,0.5517241379310345,0.9008620689655172,232
72,0.9335943332499703,0.451114206832681,0.2765787890161402,0.3478987630790429,0.47699757869249393,0.8950766747376917,1239,0.7734163835130888,0.4486176443511042,0.18526878541913525,0.08981858039724416,0.5517241379310345,0.9094827586206896,232
73,0.9295998636612111,0.4512359815994706,0.2668966720236993,0.3453537900785557,0.4576271186440678,0.9023405972558515,1239,0.7734441736648823,0.44851715708601064,0.18735561166600934,0.08892357593466496,0.5517241379310345,0.9094827586206896,232
74,0.9322758584950026,0.4531768062501496,0.27536615358907623,0.3398015827986865,0.4600484261501211,0.8902340597255851,1239,0.7723382546983916,0.4487657454507104,0.18224760055028158,0.08903068894970007,0.5517241379310345,0.9137931034482759,232
75,0.9344190913789978,0.4513161114572613,0.276871491346848,0.3487669275449687,0.44552058111380144,0.8958837772397095,1239,0.7727631042743551,0.4488954061064227,0.18340158321220298,0.08879896715797227,0.5517241379310345,0.9137931034482759,232
76,0.9368872181651475,0.45132464911304626,0.28105092348111455,0.3511698995269624,0.4245359160613398,0.8902340597255851,1239,0.7723334904374748,0.44893774287454014,0.18229410893701273,0.08847728281699378,0.5517241379310345,0.9137931034482759,232
77,0.932475312185249,0.4519656754675366,0.27217043302442107,0.3457513485491709,0.4600484261501211,0.8942695722356739,1239,0.7728530908453053,0.4486303524724368,0.18552652797822294,0.08849928733603708,0.5517241379310345,0.9094827586206896,232
78,0.934586343166807,0.4542600574322147,0.2718552862015148,0.343279319366589,0.4358353510895884,0.8910411622276029,1239,0.7727104343216995,0.4493384710673628,0.18085382782436651,0.08889315816862829,0.5517241379310345,0.9137931034482759,232
79,0.9341976768649134,0.4517663261214988,0.2763046421068536,0.3473135604792973,0.4406779661016949,0.8926553672316384,1239,0.7732246641455025,0.44917470627817613,0.18355563372887415,0.08879184941279478,0.5517241379310345,0.9094827586206896,232
80,0.9384383446175404,0.4517692907670508,0.2825945666761914,0.35201206015568764,0.45359160613397903,0.8886198547215496,1239,0.7725483836798832,0.44884752405100853,0.18285067918999443,0.08884377199514158,0.5517241379310345,0.9094827586206896,232
81,0.9400179497747291,0.455418597506938,0.2790028879101763,0.34637836634487373,0.44794188861985473,0.9007263922518159,1239,0.772035169190374,0.44862551627487973,0.18279589982382183,0.08851622340494189,0.5517241379310345,0.9094827586206896,232
82,0.9328279824291534,0.4487252817026928,0.27988476262302336,0.3515492295838826,0.4576271186440678,0.8886198547215496,1239,0.7725367751614801,0.4484924376010895,0.1849902386552301,0.08860210419215005,0.5517241379310345,0.9094827586206896,232
83,0.9321579265440539,0.45172031809477386,0.2739083671805549,0.34480986634120525,0.45278450363196127,0.8870056497175142,1239,0.7723557640766275,0.4485009877846159,0.18395514644939323,0.08883550262142872,0.5517241379310345,0.9094827586206896,232
84,0.9385028785520065,0.454978842976788,0.28322858774103976,0.34213206918851513,0.44552058111380144,0.8837772397094431,1239,0.7725766260048439,0.4485981084149459,0.18394056636968564,0.08899454027414322,0.5517241379310345,0.9094827586206896,232
85,0.9374193900818782,0.45398497639210406,0.283420244997023,0.34283168045044715,0.4519774011299435,0.8813559322033898,1239,0.7719788428010612,0.4486181653779128,0.18214848836691216,0.08881408990970974,0.5517241379310345,0.9137931034482759,232
86,0.9361088894566189,0.4538189832773586,0.272590396395126,0.34720658369608903,0.4390637610976594,0.8958837772397095,1239,0.7714917248693006,0.4485774132712134,0.1806280867292963,0.08887432168783813,0.5517241379310345,0.9137931034482759,232
87,0.9274804192362917,0.44871303670054197,0.27306949320197393,0.3449800231699216,0.47699757869249393,0.8966908797417272,1239,0.7717755169704043,0.4485241565211066,0.18194464504204946,0.08881172846103537,0.5517241379310345,0.9137931034482759,232
88,0.934290118665826,0.45221089972807,0.27387604790892306,0.34762190839184015,0.4608555286521388,0.8910411622276029,1239,0.7716088747156078,0.4484833735844185,0.1816635336726904,0.08876950383700173,0.5517241379310345,0.9137931034482759,232
