variant,dir_mae,reg_mae,ret_mae_std
gating,0.7429735822024053,0.22712416113371886,0.8170953856393008
no_gating,0.7160436624220357,0.22409513587362162,0.8171006094074542
no_sentiment,0.744339275167611,0.238661310578477,0.8234769076315599
