epoch,train_total_loss,train_dir_loss,train_reg_loss,train_dir_acc,train_reg_acc,train_num_samples,val_total_loss,val_dir_loss,val_reg_loss,val_dir_acc,val_reg_acc,val_num_samples
1,3.0380092463828174,1.214195621215691,2.0320599964301946,0.42534301856335754,0.288135593220339,1239,2.802830267778207,1.057395170777391,2.293466346088426,0.43722943722943725,0.1038961038961039,231
2,2.614639628020095,1.0012246381861245,2.040634420439541,0.45843422114608556,0.2824858757062147,1239,2.5142954871768044,0.9374660542516997,2.131211130133955,0.41125541125541126,0.1038961038961039,231
3,2.2078754230311457,0.8216389154983779,1.8819918544952479,0.49878934624697335,0.29217110573042776,1239,2.3232087562610575,0.8939703728729512,1.7842267452380358,0.5021645021645021,0.1471861471861472,231
4,1.9652586531696827,0.7440640343303542,1.5904352195422624,0.5617433414043583,0.34382566585956414,1239,2.188135936662748,0.8847761350276666,1.3952786917294258,0.48484848484848486,0.45021645021645024,231
5,1.8555318278781439,0.7187752345091302,1.3932711247766663,0.5673930589184827,0.40516545601291365,1239,2.0392070993200524,0.8523860968552627,1.114782898715048,0.49783549783549785,0.5411255411255411,231
6,1.7602577646284743,0.6970961799633127,1.2202180114073364,0.579499596448749,0.48668280871670705,1239,1.963290816261655,0.8384880049404128,0.9543827018696508,0.5064935064935064,0.6190476190476191,231
7,1.682592482986327,0.6797130627435864,1.0772211635372542,0.5956416464891041,0.5617433414043583,1239,1.9392765363057454,0.8434321008203349,0.84137451261669,0.5108225108225108,0.645021645021645,231
8,1.6538857597800587,0.6817136801376373,0.9681946740119663,0.5811138014527845,0.6004842615012107,1239,1.9197732813946613,0.835905071976897,0.8265437651506234,0.5108225108225108,0.6623376623376623,231
9,1.6351613110356797,0.6796883562575241,0.9192819104644924,0.5891848264729621,0.6166263115415658,1239,1.8594885966478487,0.8170972143932854,0.7509804992771252,0.5108225108225108,0.6753246753246753,231
10,1.6206380165421839,0.6810681349909815,0.8616724478515335,0.5940274414850686,0.6521388216303471,1239,1.8394509476500671,0.8142802601768857,0.7029681380725268,0.5108225108225108,0.6883116883116883,231
11,1.5822060668150968,0.6694250915491168,0.811186215298324,0.5972558514931396,0.6892655367231638,1239,1.8306407175022803,0.8148710325166777,0.6696620948886846,0.5064935064935064,0.7056277056277056,231
12,1.566030915077893,0.6716973618502767,0.7421205785603557,0.5980629539951574,0.7062146892655368,1239,1.8080063877683696,0.8097909059359397,0.6280820459425772,0.5108225108225108,0.7056277056277056,231
13,1.5322473466733082,0.6606554072455498,0.703121732231876,0.6133979015334947,0.7199354317998385,1239,1.7957982872471665,0.8078727102898932,0.6001761919451933,0.5021645021645021,0.7142857142857143,231
14,1.52293737835226,0.6630343993504842,0.6562285327064693,0.6085552865213882,0.7368845843422115,1239,1.795713489705866,0.8124518270616408,0.5693660625175964,0.5021645021645021,0.7142857142857143,231
15,1.4936542974738367,0.6557226181511344,0.6073634875600044,0.6004842615012107,0.7812752219531881,1239,1.7999874781736565,0.8223423328234519,0.5176758592649972,0.5021645021645021,0.7186147186147186,231
16,1.5007041734105835,0.6645854183317097,0.5717777366884492,0.6101694915254238,0.7804681194511703,1239,1.7816693039683553,0.8165005620939907,0.4955603810918247,0.4935064935064935,0.7229437229437229,231
17,1.4675569551620298,0.650992314357542,0.5519077345861169,0.6020984665052461,0.7877320419693301,1239,1.7552844879431126,0.814785927405089,0.4190421447559014,0.48917748917748916,0.8008658008658008,231
18,1.463792312231826,0.6529400442953164,0.5263740254372142,0.6085552865213882,0.8038740920096852,1239,1.758897793757451,0.8177014026806985,0.411649952060039,0.4805194805194805,0.7792207792207793,231
19,1.437311700219777,0.6408320061134849,0.518825634075231,0.6311541565778854,0.8038740920096852,1239,1.759054624673092,0.8237052598556915,0.372146969186384,0.4805194805194805,0.8268398268398268,231
20,1.437027026030977,0.6512685648080704,0.44829962783229266,0.6222760290556901,0.8321226795803067,1239,1.7433777970153015,0.8161292648934698,0.37039755761131515,0.47619047619047616,0.8268398268398268,231
21,1.4352743191715207,0.6508203213786387,0.44544560116466925,0.6303470540758677,0.8401937046004843,1239,1.7310962068054068,0.8124014706838698,0.3543109656039432,0.47619047619047616,0.8441558441558441,231
22,1.42070826837572,0.6457599884949932,0.4306276473573757,0.6311541565778854,0.8393866020984665,1239,1.7404089190743186,0.8180005731004657,0.34802584054787117,0.47619047619047616,0.8441558441558441,231
23,1.403680583466629,0.6421742337764127,0.3977736829749224,0.632768361581921,0.8547215496368039,1239,1.7176226300078552,0.8103613383842238,0.3229998531181857,0.4805194805194805,0.9134199134199135,231
24,1.4011250816111223,0.6426818168769448,0.38587148560931167,0.6400322841000807,0.8595641646489104,1239,1.7190560582396273,0.8149282581362374,0.2973318909087271,0.47619047619047616,0.9307359307359307,231
25,1.3844520055641563,0.6385974973993401,0.35752334205781,0.6384180790960452,0.8595641646489104,1239,1.7322003098277303,0.8204842011133829,0.30410641184816484,0.4805194805194805,0.9264069264069265,231
26,1.4145118392601044,0.6555948599968542,0.3444070735340449,0.6142050040355125,0.880548829701372,1239,1.7559099331562653,0.8328132211387932,0.3009449382246073,0.47619047619047616,0.9134199134199135,231
27,1.3866232603764321,0.6399973917142147,0.35542824534854167,0.6335754640839386,0.8619854721549637,1239,1.7451924121741094,0.8320467699141729,0.27032947708909033,0.47619047619047616,0.935064935064935,231
28,1.3961455938410048,0.6480129599282586,0.33373221175337725,0.6255044390637611,0.8789346246973365,1239,1.7503777933327151,0.8335964210105665,0.2772830045546175,0.47186147186147187,0.935064935064935,231
29,1.3642325906430262,0.6343598076660273,0.3183765489069852,0.6255044390637611,0.8861985472154964,1239,1.7609343528747559,0.8400585543025624,0.26939084004354763,0.47186147186147187,0.935064935064935,231
30,1.3730047609269187,0.6357799998880683,0.33814919218601386,0.6246973365617433,0.880548829701372,1239,1.7876493105124602,0.8515554248512566,0.281794743231413,0.47619047619047616,0.935064935064935,231
31,1.3835200840085624,0.6410859322913526,0.3378274258680167,0.6351896690879741,0.87409200968523,1239,1.823524654685677,0.8711012545086089,0.27107372070265556,0.47619047619047616,0.935064935064935,231
32,1.3611976155549697,0.6340715261213812,0.3101819000530859,0.6279257465698144,0.8894269572235673,1239,1.7985861012429902,0.8605933674486168,0.25799777552543923,0.47186147186147187,0.935064935064935,231
33,1.3622622933476274,0.6368522293342517,0.2951927731795307,0.6319612590799032,0.8958837772397095,1239,1.8198147439337395,0.8728555884712186,0.24701179561428968,0.47619047619047616,0.935064935064935,231
34,1.3643415492806732,0.6370747912978818,0.30063982016863217,0.632768361581921,0.8902340597255851,1239,1.8113669224115678,0.8669201816831317,0.25842180369810897,0.47619047619047616,0.935064935064935,231
35,1.3738365249348996,0.6434024587285625,0.29010533338789984,0.6222760290556901,0.8983050847457628,1239,1.8311669444624996,0.875688521376936,0.26596624130338786,0.47619047619047616,0.935064935064935,231
36,1.355630671910647,0.6348336588672517,0.2865445312470366,0.6182405165456013,0.8910411622276029,1239,1.8345453883662368,0.8757891474348126,0.27655700560219715,0.47186147186147187,0.935064935064935,231
37,1.3519117654187724,0.6322336015535805,0.29148189792044227,0.6343825665859564,0.8902340597255851,1239,1.8411703006529705,0.8789459064409331,0.27759483638617666,0.47186147186147187,0.935064935064935,231
38,1.3377305394319683,0.6291504978556322,0.26476510315291624,0.6319612590799032,0.9055690072639225,1239,1.8337419270437,0.8756585740423822,0.27474926575288594,0.47186147186147187,0.935064935064935,231
39,1.367895944836257,0.6463719353356412,0.2505069176837068,0.6368038740920097,0.9136400322841001,1239,1.8253424002494647,0.8702976641716895,0.2824902431474942,0.4675324675324675,0.9307359307359307,231
40,1.336825103313332,0.6280764153736844,0.26890751697826615,0.6351896690879741,0.8958837772397095,1239,1.8294874455505636,0.8750595494266197,0.26456125501646094,0.4675324675324675,0.935064935064935,231
41,1.3296189494821888,0.6272454223775209,0.25042699367601706,0.6376109765940274,0.9112187247780468,1239,1.8237546161139682,0.8714477277937389,0.2695305308123478,0.47619047619047616,0.9307359307359307,231
42,1.333098022470174,0.6281857769079416,0.25575486414850096,0.632768361581921,0.9120258272800645,1239,1.8259550420752853,0.8711546473688894,0.2788192324415434,0.47619047619047616,0.9307359307359307,231
43,1.3192229518205336,0.621914413641113,0.2513137517844216,0.6505246166263116,0.9079903147699758,1239,1.8497984275157318,0.8833541214724123,0.2769671843666382,0.47186147186147187,0.9307359307359307,231
44,1.315783588033804,0.619828686875812,0.253754060724457,0.6376109765940274,0.9152542372881356,1239,1.8698072990813812,0.8950557079150047,0.2656527654314716,0.47186147186147187,0.9264069264069265,231
45,1.3287778898436182,0.6273229926030803,0.24710637328603557,0.6400322841000807,0.9112187247780468,1239,1.8744704516935142,0.896292443915363,0.2729518271753871,0.47186147186147187,0.9307359307359307,231
46,1.3387762610233052,0.632531004003982,0.24571417850578284,0.6335754640839386,0.9055690072639225,1239,1.8699199678577902,0.8947042066813548,0.2683718415275539,0.47619047619047616,0.935064935064935,231
47,1.311658558006533,0.6205189026970359,0.23540249047161976,0.6529459241323649,0.9225181598062954,1239,1.8766127200353713,0.8999060113708695,0.2560024588037226,0.47186147186147187,0.935064935064935,231
48,1.3165291436166895,0.6229725797105162,0.23527997837998002,0.6432606941081518,0.9176755447941889,1239,1.8639421813931816,0.8927070722951518,0.2617601291964423,0.47186147186147187,0.935064935064935,231
49,1.3071695358354878,0.6214496705010594,0.2142339502134277,0.6602098466505246,0.9225181598062954,1239,1.873085998353504,0.8972663249804343,0.2618444595013209,0.47186147186147187,0.935064935064935,231
50,1.3113894923451064,0.6203226077162132,0.2358142891966402,0.6464891041162227,0.9217110573042776,1239,1.8560921763960934,0.8886915022160584,0.262363807580462,0.48917748917748916,0.935064935064935,231
51,1.332588119984058,0.6328630637410574,0.2228733129420523,0.6368038740920097,0.9176755447941889,1239,1.8498251231717857,0.8866590488524664,0.2550234738208184,0.48917748917748916,0.935064935064935,231
52,1.3018293553922713,0.6171291413761321,0.22523694874491781,0.6537530266343826,0.9217110573042776,1239,1.8635298627795596,0.8936558182621415,0.2540608507677312,0.48484848484848486,0.935064935064935,231
53,1.3335385892158367,0.6346920200467976,0.21384851496795956,0.639225181598063,0.927360774818402,1239,1.8646971085370878,0.8934002469628404,0.2596554548015467,0.48917748917748916,0.935064935064935,231
54,1.269032363260437,0.6008116792920523,0.2246966728575293,0.6755447941888619,0.9217110573042776,1239,1.8879885818019058,0.9053510933211355,0.2576212474972501,0.48917748917748916,0.935064935064935,231
55,1.2874387675855696,0.6127301164458508,0.20659511534555772,0.6537530266343826,0.9249394673123487,1239,1.892112025966892,0.9084959592654075,0.25040040492282745,0.48484848484848486,0.935064935064935,231
56,1.27770636084582,0.607408672787664,0.20963004084726417,0.6642453591606134,0.9168684422921711,1239,1.8927538993554713,0.9085344726389105,0.2522831419800324,0.48484848484848486,0.935064935064935,231
57,1.3064588302561504,0.6231215289276006,0.20071926551831162,0.6440677966101694,0.9378531073446328,1239,1.8936746471372001,0.908272224071222,0.2571006812844667,0.48484848484848486,0.935064935064935,231
58,1.3036297367309928,0.6215861301156568,0.20152488794655835,0.6376109765940274,0.9289749798224375,1239,1.8871847582069827,0.9057168031667734,0.25250382176035957,0.48917748917748916,0.935064935064935,231
59,1.3095833854005643,0.6235117228210116,0.20853309745842455,0.6376109765940274,0.927360774818402,1239,1.8793269906725203,0.9013277638010132,0.25557151054777005,0.48917748917748916,0.935064935064935,231
60,1.3087820280358327,0.6207330243254593,0.2243865553268605,0.6448748991121872,0.9217110573042776,1239,1.8677114955274574,0.8948684167036246,0.2599153800154895,0.48917748917748916,0.935064935064935,231
61,1.288054352811116,0.6148022538813206,0.19483273177497132,0.6464891041162227,0.9394673123486683,1239,1.872578105885229,0.8974311186637713,0.25905296703242675,0.4935064935064935,0.935064935064935,231
62,1.280929215402734,0.6073850093588318,0.22053063263375494,0.6585956416464891,0.9209039548022598,1239,1.87589261954997,0.8991504468959132,0.25863906771997375,0.4935064935064935,0.935064935064935,231
63,1.2849813535196153,0.6131123377008723,0.1958555812745252,0.6513317191283293,0.9418886198547215,1239,1.8834175888078037,0.9033328542461643,0.25583965869812453,0.4935064935064935,0.935064935064935,231
64,1.296862842576748,0.6189892563346512,0.19628110037901597,0.6529459241323649,0.9313962873284907,1239,1.8729226145393405,0.8983081976572672,0.25435411328781454,0.49783549783549785,0.935064935064935,231
65,1.279087992037757,0.6086539929195985,0.20593332118618574,0.6642453591606134,0.9257465698143664,1239,1.8785206022716703,0.901539049107275,0.2514751117935533,0.5064935064935064,0.935064935064935,231
66,1.2999606428846802,0.6179131179013687,0.2137812921135439,0.6513317191283293,0.9241323648103309,1239,1.8730991289213106,0.8991233781302647,0.24950779134115844,0.5064935064935064,0.935064935064935,231
67,1.2939286960335485,0.6155853490852559,0.20919333160813533,0.6448748991121872,0.9281678773204197,1239,1.8694201424008323,0.8974326750932834,0.24851582481503665,0.5064935064935064,0.935064935064935,231
68,1.2750723796856798,0.6056307697604028,0.21270274377523457,0.6634382566585957,0.9257465698143664,1239,1.8767473842158462,0.9012686917276094,0.24736660731806687,0.5064935064935064,0.935064935064935,231
69,1.2606996994426503,0.6026865911156637,0.18442174370751638,0.6690879741727199,0.9378531073446328,1239,1.8835061473763866,0.9048115541408588,0.24627674483034953,0.5064935064935064,0.935064935064935,231
70,1.2857207984477883,0.6137312562644626,0.19419429002027536,0.6513317191283293,0.937046004842615,1239,1.8893417125140435,0.9079837731984787,0.24458062830791824,0.5021645021645021,0.935064935064935,231
71,1.2704711620417017,0.6068906284225285,0.18896628332965504,0.6731234866828087,0.9386602098466506,1239,1.8832856752139666,0.9042114277422686,0.24954262509847813,0.5021645021645021,0.935064935064935,231
72,1.2785312795562067,0.6113633469192129,0.18601530121640875,0.6585956416464891,0.9394673123486683,1239,1.882648601160421,0.9039884996620607,0.24890544817473506,0.48917748917748916,0.935064935064935,231
73,1.2688245298017697,0.6067068383422372,0.1847028658696006,0.6634382566585957,0.9402744148506861,1239,1.8826220427756701,0.9039209977888958,0.24926678557125287,0.4935064935064935,0.935064935064935,231
74,1.2746140353616155,0.6092292674132371,0.18718498343897982,0.6739305891848265,0.9410815173527038,1239,1.8805521628557345,0.9029643076322812,0.2487449751462832,0.4935064935064935,0.935064935064935,231
75,1.2782637801643724,0.6107906606333982,0.18894153911563252,0.6537530266343826,0.9386602098466506,1239,1.8846414357552796,0.9048002674466088,0.2501363342008513,0.4935064935064935,0.935064935064935,231
76,1.2850017532213163,0.614767498937319,0.18488916906259828,0.6585956416464891,0.9354317998385795,1239,1.8859062442531833,0.9052923731989675,0.2510716839015909,0.4935064935064935,0.935064935064935,231
77,1.2815135427787478,0.6123474781507441,0.1893952972375163,0.6594027441485069,0.9386602098466506,1239,1.8786562830854805,0.9012569452260996,0.2538078897598641,0.49783549783549785,0.935064935064935,231
78,1.2663156374314795,0.6052897221335872,0.18578730553653183,0.6658595641646489,0.9386602098466506,1239,1.8859381180304986,0.9050442656397304,0.252831881678889,0.49783549783549785,0.935064935064935,231
79,1.2589909687842737,0.6021660244012668,0.18219635336749299,0.6626311541565779,0.9394673123486683,1239,1.8880146963771804,0.9061436410590168,0.25242466025759497,0.4935064935064935,0.935064935064935,231
80,1.274929775356573,0.6085659853386436,0.19265935708610063,0.6521388216303471,0.9330104923325262,1239,1.8877493220490296,0.9058399546197998,0.2535648031169811,0.4935064935064935,0.935064935064935,231
81,1.2795774341110648,0.6099130138454175,0.1991713476322946,0.6658595641646489,0.933817594834544,1239,1.8862301229914546,0.9053517889666867,0.2517552657765477,0.49783549783549785,0.935064935064935,231
82,1.2685941980191062,0.6062663964824969,0.18687128270822154,0.6513317191283293,0.933817594834544,1239,1.8876179348338733,0.9062035197303409,0.25070289141124064,0.4935064935064935,0.935064935064935,231
83,1.2708212832850347,0.6086071615646307,0.1786898113576706,0.6626311541565779,0.9443099273607748,1239,1.8880656033883363,0.9063827078063766,0.2510005639198496,0.49783549783549785,0.935064935064935,231
84,1.265438622674026,0.6054105795709427,0.1820581805282682,0.6545601291364003,0.937046004842615,1239,1.8906962520632393,0.9078026163629639,0.25030339036103605,0.4935064935064935,0.935064935064935,231
85,1.2756493943078178,0.6117348766692517,0.17393210550726568,0.6594027441485069,0.9475383373688459,1239,1.8924878655057964,0.9084985209749891,0.2516360690768605,0.4935064935064935,0.935064935064935,231
86,1.2482762029807928,0.5972719261297975,0.17910785896702097,0.6771589991928975,0.9378531073446328,1239,1.8937377103995452,0.9090087455072444,0.2524008325103809,0.49783549783549785,0.935064935064935,231
